shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
S210116,3.40926639,-76.53424056,1,337
S210116,3.41191833,-76.53343667,2,635
S210116,3.41357861,-76.53283889,3,888
S210116,3.41672333,-76.53184833,4,1212
S210116,3.419785,-76.53084,5,1570
S210116,3.42365833,-76.529555,6,2023
S210116,3.42637611,-76.52868472,7,2394
S210116,3.4294975,-76.52726639,8,2783
S210116,3.43286917,-76.527915,9,3180
S210116,3.43622694,-76.52812222,10,3559
S210116,3.43845167,-76.52822167,11,3803
S210116,3.442595,-76.52680667,12,4484
S210116,3.44963667,-76.52809167,13,5327
S210116,3.45491333,-76.53029,14,5975
S21012,3.45491333,-76.53029,0,0
S21012,3.453235,-76.53150333,1,498
S21012,3.44723333,-76.52975833,2,1188
S21012,3.44312667,-76.52873,3,1710
S21012,3.43820472,-76.52846583,4,2310
S21012,3.43562111,-76.52835667,5,2597
S21012,3.43302472,-76.52818111,6,2886
S21012,3.42930194,-76.52768167,7,3142
S21012,3.42748139,-76.52851556,8,3365
S21012,3.42504139,-76.529305,9,3650
S21012,3.42298222,-76.5299975,10,3990
S21012,3.42066528,-76.5307175,11,4365
S21012,3.41673833,-76.53194,12,4722
S21012,3.413985,-76.532845,13,5044
S21012,3.411965,-76.53352,14,5297
S21012,3.40967472,-76.53435028,15,5568
S21012,3.40708833,-76.53516667,16,5906
S21012,3.40490667,-76.53587167,17,6160
S21012,3.4017175,-76.53690306,18,6510
S21012,3.39896,-76.5378,19,6925
S21012,3.39600167,-76.53817167,20,7201
S21012,3.39282667,-76.53843167,21,7555
S21012,3.38976167,-76.53868333,22,7896
S21012,3.38679444,-76.53879833,23,8226
S21012,3.38231333,-76.538205,24,8728
S21012,3.37826583,-76.53765833,25,9182
S21012,3.37470444,-76.53746056,26,9578
S21012,3.37068667,-76.536625,27,10060
S21012,3.367005,-76.52925167,28,10974
S21013,3.367005,-76.52925167,0,0
S21013,3.370985,-76.53685167,1,1178
S21013,3.37356972,-76.5371675,2,1492
S21013,3.37533139,-76.53722639,3,1687
S21013,3.380245,-76.53763667,4,2241
S21013,3.38330639,-76.5381675,5,2586
S21013,3.38684917,-76.53851472,6,2981
S21013,3.38928667,-76.53849,7,3252
S21013,3.39192111,-76.53830861,8,3802
S21013,3.39485778,-76.53804861,9,4129
S21013,3.39718,-76.53783167,10,4388
S21013,3.40104222,-76.53688,11,4815
S21013,3.404005,-76.53587833,12,5181
S21013,3.40666167,-76.53502833,13,5491
S21013,3.40926639,-76.53424056,14,5828
S21013,3.41191833,-76.53343667,15,6126
S21013,3.41357861,-76.53283889,16,6379
S21013,3.41672333,-76.53184833,17,6703
S21013,3.419785,-76.53084,18,7061
S21013,3.42365833,-76.529555,19,7514
S21013,3.42637611,-76.52868472,20,7885
S21013,3.4294975,-76.52726639,21,8274
S21013,3.43286917,-76.527915,22,8671
S21013,3.43622694,-76.52812222,23,9050
S21013,3.43845167,-76.52822167,24,9294
S21013,3.442595,-76.52680667,25,9975
S21013,3.44963667,-76.52809167,26,10818
S21013,3.45491333,-76.53029,27,11466
S21019,3.40967472,-76.53435028,0,0
S21019,3.40708833,-76.53516667,1,338
S21019,3.40490667,-76.53587167,2,592
S21019,3.4017175,-76.53690306,3,942
S21019,3.39896,-76.5378,4,1357
S21019,3.39600167,-76.53817167,5,1633
S21019,3.39282667,-76.53843167,6,1987
S21019,3.38976167,-76.53868333,7,2328
S21019,3.38679444,-76.53879833,8,2658
S21019,3.38231333,-76.538205,9,3160
S21019,3.37826583,-76.53765833,10,3614
S21019,3.37470444,-76.53746056,11,4010
S21019,3.37068667,-76.536625,12,4492
S21019,3.367005,-76.52925167,13,5406
S210117,3.367005,-76.52925167,0,0
S210117,3.370985,-76.53685167,1,1178
S210117,3.37356972,-76.5371675,2,1492
S210117,3.37533139,-76.53722639,3,1687
S210117,3.380245,-76.53763667,4,2241
S210117,3.38330639,-76.5381675,5,2586
S210117,3.38684917,-76.53851472,6,2981
S210117,3.38928667,-76.53849,7,3252
S210117,3.39192111,-76.53830861,8,3802
S210117,3.39485778,-76.53804861,9,4129
S210117,3.39718,-76.53783167,10,4388
S210117,3.40104222,-76.53688,11,4815
S210117,3.404005,-76.53587833,12,5181
S210117,3.40666167,-76.53502833,13,5491
S210117,3.40926639,-76.53424056,14,5828
S210117,3.41191833,-76.53343667,15,6126
S210117,3.41357861,-76.53283889,16,6379
S210117,3.41672333,-76.53184833,17,6703
S210117,3.419785,-76.53084,18,7061
S210117,3.42365833,-76.529555,19,7514
S210117,3.42637611,-76.52868472,20,7885
S210117,3.4294975,-76.52726639,21,8274
S210117,3.43286917,-76.527915,22,8671
S210117,3.43622694,-76.52812222,23,9050
S210117,3.43845167,-76.52822167,24,9294
S210117,3.442595,-76.52680667,25,9975
S21022,3.36709,-76.52905,0,0
S21022,3.37011111,-76.5294375,1,384
S21022,3.37200111,-76.52933333,2,594
S21022,3.37597472,-76.52905417,3,1036
S21022,3.37771333,-76.52893833,4,1229
S21022,3.38062056,-76.52982583,5,1647
S21022,3.38007528,-76.53224361,6,1935
S21022,3.38159278,-76.53311028,7,2192
S21022,3.38394306,-76.53315917,8,2453
S21022,3.38989333,-76.53241167,9,3131
S21022,3.39407806,-76.53233917,10,3596
S21022,3.39672222,-76.53229667,11,3890
S21022,3.39905306,-76.53220556,12,4149
S21022,3.40189667,-76.53168333,13,4472
S21022,3.40442583,-76.53105611,14,4762
S21022,3.40653528,-76.53049944,15,5035
S21022,3.40927111,-76.529745,16,5350
S21022,3.41201472,-76.5289875,17,5666
S21022,3.41507111,-76.52811528,18,6019
S21022,3.41698306,-76.52761583,19,6275
S21022,3.41913417,-76.52730556,20,6475
S21022,3.42289944,-76.52749611,21,6882
S21022,3.42603,-76.5276525,22,7224
S21022,3.4294975,-76.52726639,23,7635
S21022,3.43286917,-76.527915,24,8032
S21022,3.43585028,-76.52716222,25,8467
S21022,3.43947444,-76.525925,26,8981
S21022,3.442705,-76.52714667,27,9448
S210214,3.39945194,-76.53247083,0,0
S210214,3.39736,-76.53241167,1,232
S210214,3.39391583,-76.53254833,2,615
S210214,3.39027833,-76.53259333,3,1028
S210214,3.38394417,-76.53335806,4,1748
S210214,3.38151222,-76.53329167,5,2018
S210214,3.37969583,-76.5324025,6,2560
S210214,3.379315,-76.52732722,7,3124
S210214,3.37660833,-76.52546889,8,3611
S210214,3.37329167,-76.52554861,9,3960
S210214,3.37046528,-76.525595,10,4323
S210214,3.36709,-76.52905,11,5076
S21026,3.44234,-76.532455,0,0
S21026,3.43899611,-76.53158083,1,965
S21026,3.43632667,-76.5312725,2,1263
S21026,3.43500889,-76.52857861,3,1680
S21026,3.43302472,-76.52818111,4,1927
S21026,3.42930194,-76.52768167,5,2183
S21026,3.42602972,-76.52788278,6,2424
S21026,3.42273083,-76.52769167,7,2791
S21026,3.41941278,-76.52749778,8,3147
S21026,3.4173325,-76.52769694,9,3370
S21026,3.41508444,-76.5283175,10,3619
S21026,3.41242833,-76.52905833,11,3940
S21026,3.40996611,-76.52974361,12,4215
S21026,3.40684722,-76.53065694,13,4600
S21026,3.40462778,-76.53120944,14,4821
S21026,3.40177056,-76.53198861,15,5138
S21026,3.39945194,-76.53247083,16,5434
S21026,3.39736,-76.53241167,17,5666
S21026,3.39391583,-76.53254833,18,6049
S21026,3.39027833,-76.53259333,19,6462
S21026,3.38394417,-76.53335806,20,7182
S21026,3.38151222,-76.53329167,21,7452
S21026,3.37969583,-76.5324025,22,7994
S21026,3.379315,-76.52732722,23,8558
S21026,3.37660833,-76.52546889,24,9045
S21026,3.37329167,-76.52554861,25,9394
S21026,3.37046528,-76.525595,26,9757
S21026,3.36709,-76.52905,27,10510
S210217,3.40653528,-76.53049944,0,0
S210217,3.40927111,-76.529745,1,315
S210217,3.41201472,-76.5289875,2,631
S210217,3.41507111,-76.52811528,3,984
S210217,3.41698306,-76.52761583,4,1240
S210217,3.41913417,-76.52730556,5,1440
S210217,3.42289944,-76.52749611,6,1847
S210217,3.42603,-76.5276525,7,2189
S210217,3.4294975,-76.52726639,8,2600
S210217,3.43286917,-76.527915,9,2997
S210217,3.43585028,-76.52716222,10,3432
S210217,3.43947444,-76.525925,11,3946
S210217,3.442705,-76.52714667,12,4413
S21023,3.442705,-76.52714667,0,0
S21023,3.44234,-76.532455,1,543
S21023,3.43899611,-76.53158083,2,1508
S21023,3.43632667,-76.5312725,3,1806
S21023,3.43500889,-76.52857861,4,2223
S21023,3.43302472,-76.52818111,5,2470
S21023,3.42930194,-76.52768167,6,2726
S21023,3.42602972,-76.52788278,7,2967
S21023,3.42273083,-76.52769167,8,3334
S21023,3.41941278,-76.52749778,9,3690
S21023,3.4173325,-76.52769694,10,3913
S21023,3.41508444,-76.5283175,11,4162
S21023,3.41242833,-76.52905833,12,4483
S21023,3.40996611,-76.52974361,13,4758
S21023,3.40684722,-76.53065694,14,5143
S21023,3.40462778,-76.53120944,15,5364
S21023,3.40177056,-76.53198861,16,5681
S21023,3.39945194,-76.53247083,17,5977
S21023,3.39736,-76.53241167,18,6209
S21023,3.39391583,-76.53254833,19,6592
S21023,3.39027833,-76.53259333,20,7005
S21023,3.38394417,-76.53335806,21,7725
S21023,3.38151222,-76.53329167,22,7995
S21023,3.37969583,-76.5324025,23,8537
S21023,3.379315,-76.52732722,24,9101
S21023,3.37660833,-76.52546889,25,9588
S21023,3.37329167,-76.52554861,26,9937
S21023,3.37046528,-76.525595,27,10300
S21023,3.36709,-76.52905,28,11053
S21042,3.36709,-76.52905,0,0
S21042,3.37011111,-76.5294375,1,384
S21042,3.37200111,-76.52933333,2,594
S21042,3.37597472,-76.52905417,3,1036
S21042,3.37771333,-76.52893833,4,1229
S21042,3.38133056,-76.5287425,5,1631
S21042,3.38422944,-76.52856056,6,1953
S21042,3.38941361,-76.52822,7,2530
S21042,3.39476083,-76.52790778,8,3125
S21042,3.39651306,-76.52782639,9,3320
S21042,3.399575,-76.52760111,10,3661
S21042,3.40421639,-76.52732167,11,4178
S21042,3.40764639,-76.52655194,12,4572
S21042,3.41068806,-76.52558889,13,4926
S21042,3.41160917,-76.52311,14,5301
S21042,3.41305278,-76.52133806,15,5626
S21042,3.41656056,-76.52119722,16,6016
S21042,3.419085,-76.52273333,17,6502
S21042,3.42035222,-76.52412639,18,6824
S21042,3.42371556,-76.52427833,19,7198
S21042,3.42600528,-76.52437667,20,7452
S21042,3.42827111,-76.52449861,21,7704
S21042,3.43053556,-76.52555583,22,8083
S21042,3.43286917,-76.527915,23,8541
S21042,3.43585028,-76.52716222,24,8976
S21042,3.43947444,-76.525925,25,9490
S21042,3.44397667,-76.52636167,26,9996
S21042,3.44917472,-76.52793139,27,10585
S21042,3.453235,-76.53150333,28,11706
S210412,3.41305278,-76.52133806,0,0
S210412,3.41656056,-76.52119722,1,390
S210412,3.419085,-76.52273333,2,876
S210412,3.42035222,-76.52412639,3,1198
S210412,3.42371556,-76.52427833,4,1572
S210412,3.42600528,-76.52437667,5,1826
S210412,3.42827111,-76.52449861,6,2078
S210412,3.43053556,-76.52555583,7,2457
S210412,3.43286917,-76.527915,8,2915
S210412,3.43585028,-76.52716222,9,3350
S210412,3.43947444,-76.525925,10,3864
S210412,3.44397667,-76.52636167,11,4370
S210412,3.44917472,-76.52793139,12,4959
S210412,3.453235,-76.53150333,13,6080
S21043,3.453235,-76.53150333,0,0
S21043,3.44312667,-76.52873,1,1165
S21043,3.44156389,-76.52612667,2,1596
S21043,3.44011056,-76.52611917,3,1757
S21043,3.43540167,-76.52622389,4,2280
S21043,3.43099361,-76.52492,5,2871
S21043,3.42874778,-76.52582917,6,3226
S21043,3.42624889,-76.52605111,7,3519
S21043,3.42373917,-76.52597361,8,3888
S21043,3.42151389,-76.52526,9,4195
S21043,3.42163139,-76.52279806,10,4468
S21043,3.41987444,-76.52199833,11,4782
S21043,3.41740722,-76.5222625,12,5057
S21043,3.41312083,-76.5227425,13,5536
S21043,3.41035583,-76.52304139,14,5845
S21043,3.40704083,-76.52339583,15,6215
S21043,3.40593222,-76.52518611,16,6552
S21043,3.40420417,-76.52752361,17,7021
S21043,3.40006361,-76.52782028,18,7482
S21043,3.39591361,-76.52803222,19,7944
S21043,3.39377,-76.52817306,20,8182
S21043,3.38964667,-76.52843889,21,8641
S21043,3.38535306,-76.52867278,22,9119
S21043,3.381945,-76.52890389,23,9498
S21043,3.379315,-76.52732722,24,9952
S21043,3.37660833,-76.52546889,25,10439
S21043,3.37329167,-76.52554861,26,10788
S21043,3.37046528,-76.525595,27,11151
S21043,3.36709,-76.52905,28,11904
S21218,3.44393694,-76.48358722,0,0
S21218,3.4481925,-76.48325167,1,501
S21218,3.45140333,-76.48273139,2,835
S21218,3.45412167,-76.48216167,3,1126
S21218,3.45633,-76.48163667,4,1371
S21218,3.458325,-76.48120833,5,1591
S21218,3.460535,-76.48060667,6,1842
S21218,3.46311861,-76.48004528,7,2207
S21218,3.46561667,-76.47948333,8,2407
S21218,3.46896917,-76.48021444,9,2786
S21218,3.47123694,-76.48120722,10,3061
S21218,3.47443167,-76.48277,11,3420
S21218,3.47656167,-76.483425,12,3660
S21218,3.478395,-76.484055,13,3871
S21218,3.48137667,-76.48498833,14,4213
S21218,3.48392333,-76.48584667,15,4502
S21218,3.48723833,-76.486865,16,4879
S21218,3.48950667,-76.48757833,17,5136
S21218,3.49163417,-76.48813806,18,5432
S21218,3.49210944,-76.48683444,19,5918
S21218,3.49177194,-76.48917778,20,6183
S21218,3.49102306,-76.49154667,21,6428
S21218,3.48924611,-76.49364167,22,6770
S21218,3.48178639,-76.49809556,23,7737
S21218,3.48431472,-76.50153583,24,8373
S21218,3.48623056,-76.50090667,25,8602
S21218,3.48777833,-76.50024833,26,9122
S21218,3.48986333,-76.506795,27,9885
S21218,3.49023333,-76.508785,28,10107
S21218,3.491045,-76.511445,29,10419
S21218,3.49204333,-76.51450833,30,10772
S21218,3.49261333,-76.51641833,31,10991
S21218,3.493565,-76.51945667,32,11343
S21218,3.494145,-76.52129,33,11552
S21218,3.49241333,-76.52346667,34,12123
S21218,3.49403333,-76.52154,35,12473
S21218,3.49338333,-76.51948833,36,12710
S21218,3.49250333,-76.51663667,37,13022
S21218,3.491935,-76.514835,38,13238
S21218,3.49075333,-76.51156333,39,13612
S21218,3.48930667,-76.50904167,40,13933
S212121,3.40669167,-76.52101833,0,0
S212121,3.40837778,-76.51928528,1,262
S212121,3.40879278,-76.51761194,2,474
S212121,3.40714722,-76.51600667,3,729
S212121,3.40555944,-76.5144675,4,974
S212121,3.40431417,-76.51333361,5,1247
S212121,3.40253667,-76.51166472,6,1468
S212121,3.40022722,-76.50942833,7,1740
S212121,3.39912889,-76.5070125,8,2104
S212121,3.40091472,-76.50502417,9,2400
S212121,3.40271278,-76.50316056,10,2687
S212121,3.40425806,-76.50146889,11,2941
S212121,3.40648611,-76.49848028,12,3265
S212121,3.40803639,-76.49659583,13,3578
S212121,3.4088125,-76.49489806,14,3787
S212121,3.41023139,-76.49340972,15,4015
S212121,3.41191278,-76.49157861,16,4278
S212121,3.41515861,-76.48833472,17,4809
S212121,3.41832444,-76.48674361,18,6272
S212121,3.42035861,-76.48615889,19,6585
S212121,3.42468333,-76.48498667,20,7091
S212121,3.42616611,-76.48442778,21,7267
S212121,3.428345,-76.48357167,22,7527
S212121,3.43015667,-76.483525,23,7724
S212121,3.43255194,-76.48367,24,7990
S212121,3.43434194,-76.48370806,25,8189
S212121,3.43616444,-76.48373528,26,8385
S212121,3.43907028,-76.48377111,27,8704
S212121,3.44393694,-76.48358722,28,9529
S212121,3.4481925,-76.48325167,29,10030
S212121,3.45140333,-76.48273139,30,10364
S212121,3.45412167,-76.48216167,31,10655
S212121,3.45633,-76.48163667,32,10900
S212121,3.458325,-76.48120833,33,11120
S212121,3.460535,-76.48060667,34,11371
S212121,3.46311861,-76.48004528,35,11736
S212121,3.46561667,-76.47948333,36,11936
S212121,3.46896917,-76.48021444,37,12315
S212121,3.47123694,-76.48120722,38,12590
S212121,3.47443167,-76.48277,39,12949
S212121,3.47656167,-76.483425,40,13189
S212121,3.478395,-76.484055,41,13400
S212121,3.48137667,-76.48498833,42,13742
S212121,3.48392333,-76.48584667,43,14031
S212121,3.48723833,-76.486865,44,14408
S212121,3.48950667,-76.48757833,45,14665
S212121,3.49163417,-76.48813806,46,14961
S212121,3.49210944,-76.48683444,47,15447
S212121,3.49177194,-76.48917778,48,15712
S212121,3.49102306,-76.49154667,49,15957
S212121,3.48924611,-76.49364167,50,16299
S212121,3.48178639,-76.49809556,51,17266
S212121,3.48431472,-76.50153583,52,17902
S212121,3.48623056,-76.50090667,53,18131
S212121,3.48777833,-76.50024833,54,18651
S212121,3.48986333,-76.506795,55,19414
S212121,3.49023333,-76.508785,56,19636
S212121,3.491045,-76.511445,57,19948
S212121,3.49204333,-76.51450833,58,20301
S212121,3.49261333,-76.51641833,59,20520
S212121,3.493565,-76.51945667,60,20872
S212121,3.494145,-76.52129,61,21081
S212121,3.49241333,-76.52346667,62,21652
S212121,3.49403333,-76.52154,63,22002
S212121,3.49338333,-76.51948833,64,22239
S212121,3.49250333,-76.51663667,65,22551
S212121,3.491935,-76.514835,66,22767
S212121,3.49075333,-76.51156333,67,23141
S212121,3.48930667,-76.50904167,68,23462
S212123,3.46561667,-76.47948333,0,0
S212123,3.46896917,-76.48021444,1,379
S212123,3.47123694,-76.48120722,2,654
S212123,3.47443167,-76.48277,3,1013
S212123,3.47656167,-76.483425,4,1253
S212123,3.478395,-76.484055,5,1464
S212123,3.48137667,-76.48498833,6,1806
S212123,3.48392333,-76.48584667,7,2095
S212123,3.48723833,-76.486865,8,2472
S212123,3.48950667,-76.48757833,9,2729
S212123,3.49163417,-76.48813806,10,3025
S212123,3.49210944,-76.48683444,11,3511
S212123,3.49177194,-76.48917778,12,3776
S212123,3.49102306,-76.49154667,13,4021
S212123,3.48924611,-76.49364167,14,4363
S212123,3.48178639,-76.49809556,15,5330
S212123,3.48431472,-76.50153583,16,5966
S212123,3.48623056,-76.50090667,17,6195
S212123,3.48777833,-76.50024833,18,6715
S212123,3.48986333,-76.506795,19,7478
S212123,3.49023333,-76.508785,20,7700
S212123,3.491045,-76.511445,21,8012
S212123,3.49204333,-76.51450833,22,8365
S212123,3.49261333,-76.51641833,23,8584
S212123,3.493565,-76.51945667,24,8936
S212123,3.494145,-76.52129,25,9145
S212123,3.49241333,-76.52346667,26,9716
S212123,3.49403333,-76.52154,27,10066
S212123,3.49338333,-76.51948833,28,10303
S212123,3.49250333,-76.51663667,29,10615
S212123,3.491935,-76.514835,30,10831
S212123,3.49075333,-76.51156333,31,11205
S212123,3.48930667,-76.50904167,32,11526
S212112,3.36709,-76.52905,0,0
S212112,3.37011111,-76.5294375,1,384
S212112,3.37089861,-76.52770583,2,645
S212112,3.37046528,-76.525595,3,911
S212112,3.37007139,-76.52471278,4,1570
S212112,3.37451639,-76.52456611,5,2093
S212112,3.37872,-76.52446,6,2560
S212112,3.38241667,-76.524365,7,2978
S212112,3.38446944,-76.52450806,8,3250
S212112,3.39286694,-76.52368,9,4193
S212112,3.39635167,-76.52317333,10,4584
S212112,3.39833333,-76.52298667,11,4798
S212112,3.40130917,-76.522855,12,5114
S212112,3.40669167,-76.52101833,13,5724
S212112,3.40837778,-76.51928528,14,5986
S212112,3.40879278,-76.51761194,15,6198
S212112,3.40714722,-76.51600667,16,6453
S212112,3.40555944,-76.5144675,17,6698
S212112,3.40431417,-76.51333361,18,6971
S212112,3.40253667,-76.51166472,19,7192
S212112,3.40022722,-76.50942833,20,7464
S212112,3.39912889,-76.5070125,21,7828
S212112,3.40091472,-76.50502417,22,8124
S212112,3.40271278,-76.50316056,23,8411
S212112,3.40425806,-76.50146889,24,8665
S212112,3.40648611,-76.49848028,25,8989
S212112,3.40803639,-76.49659583,26,9302
S212112,3.4088125,-76.49489806,27,9511
S212112,3.41023139,-76.49340972,28,9739
S212112,3.41191278,-76.49157861,29,10002
S212112,3.41515861,-76.48833472,30,10533
S212112,3.41832444,-76.48674361,31,11996
S212112,3.42035861,-76.48615889,32,12309
S212112,3.42468333,-76.48498667,33,12815
S212112,3.42616611,-76.48442778,34,12991
S212112,3.428345,-76.48357167,35,13251
S212112,3.43015667,-76.483525,36,13448
S212112,3.43255194,-76.48367,37,13714
S212112,3.43434194,-76.48370806,38,13913
S212112,3.43616444,-76.48373528,39,14109
S212112,3.43907028,-76.48377111,40,14428
S212112,3.44393694,-76.48358722,41,15253
S212118,3.41847861,-76.48684028,0,0
S212118,3.41533861,-76.48863167,1,1406
S212118,3.41212917,-76.49201083,2,1920
S212118,3.41045222,-76.49368944,3,2198
S212118,3.40920667,-76.49489861,4,2421
S212118,3.40746972,-76.49780472,5,2775
S212118,3.40608639,-76.49940667,6,3014
S212118,3.40530306,-76.50051861,7,3166
S212118,3.40330306,-76.50304778,8,3522
S212118,3.401205,-76.50528833,9,3876
S212118,3.39969444,-76.50682639,10,4114
S212118,3.39931778,-76.50831667,11,4335
S212118,3.40216722,-76.51101556,12,4772
S212118,3.40448444,-76.51324944,13,5129
S212118,3.40626,-76.51490778,14,5398
S212118,3.4079375,-76.51651611,15,5656
S212118,3.40910667,-76.51753333,16,5860
S212118,3.408865,-76.51947,17,6131
S212118,3.40756667,-76.520725,18,6331
S212118,3.40074861,-76.52367556,19,7185
S212118,3.39563833,-76.524385,20,7743
S212118,3.39277972,-76.52437472,21,8100
S212118,3.39062667,-76.52451667,22,8339
S212118,3.38460778,-76.52518861,23,9040
S212118,3.37957861,-76.52544361,24,9534
S212118,3.37660833,-76.52546889,25,9893
S212118,3.37329167,-76.52554861,26,10242
S212118,3.36709,-76.52905,27,11376
S21213,3.36709,-76.52905,0,0
S21213,3.37011111,-76.5294375,1,384
S21213,3.37089861,-76.52770583,2,645
S21213,3.37046528,-76.525595,3,911
S21213,3.37007139,-76.52471278,4,1570
S21213,3.37451639,-76.52456611,5,2093
S21213,3.37872,-76.52446,6,2560
S21213,3.38241667,-76.524365,7,2978
S21213,3.38446944,-76.52450806,8,3250
S21213,3.39286694,-76.52368,9,4193
S21213,3.39635167,-76.52317333,10,4584
S21213,3.39833333,-76.52298667,11,4798
S21213,3.40130917,-76.522855,12,5114
S21213,3.40669167,-76.52101833,13,5724
S21213,3.40837778,-76.51928528,14,5986
S21213,3.40879278,-76.51761194,15,6198
S21213,3.40714722,-76.51600667,16,6453
S21213,3.40555944,-76.5144675,17,6698
S21213,3.40431417,-76.51333361,18,6971
S21213,3.40253667,-76.51166472,19,7192
S21213,3.40022722,-76.50942833,20,7464
S21213,3.39912889,-76.5070125,21,7828
S21213,3.40091472,-76.50502417,22,8124
S21213,3.40271278,-76.50316056,23,8411
S21213,3.40425806,-76.50146889,24,8665
S21213,3.40648611,-76.49848028,25,8989
S21213,3.40803639,-76.49659583,26,9302
S21213,3.4088125,-76.49489806,27,9511
S21213,3.41023139,-76.49340972,28,9739
S21213,3.41191278,-76.49157861,29,10002
S21213,3.41515861,-76.48833472,30,10533
S21213,3.41832444,-76.48674361,31,11996
S21213,3.42035861,-76.48615889,32,12309
S21213,3.42468333,-76.48498667,33,12815
S21213,3.42616611,-76.48442778,34,12991
S21213,3.428345,-76.48357167,35,13251
S21213,3.43015667,-76.483525,36,13448
S21213,3.43255194,-76.48367,37,13714
S21213,3.43434194,-76.48370806,38,13913
S21213,3.43616444,-76.48373528,39,14109
S21213,3.43907028,-76.48377111,40,14428
S21213,3.44393694,-76.48358722,41,15253
S21213,3.4481925,-76.48325167,42,15754
S21213,3.45140333,-76.48273139,43,16088
S21213,3.45412167,-76.48216167,44,16379
S21213,3.45633,-76.48163667,45,16624
S21213,3.458325,-76.48120833,46,16844
S21213,3.460535,-76.48060667,47,17095
S21213,3.46311861,-76.48004528,48,17460
S21213,3.46561667,-76.47948333,49,17660
S21213,3.46896917,-76.48021444,50,18039
S21213,3.47123694,-76.48120722,51,18314
S21213,3.47443167,-76.48277,52,18673
S21213,3.47656167,-76.483425,53,18913
S21213,3.478395,-76.484055,54,19124
S21213,3.48137667,-76.48498833,55,19466
S21213,3.48392333,-76.48584667,56,19755
S21213,3.48723833,-76.486865,57,20132
S21213,3.48950667,-76.48757833,58,20389
S21213,3.49163417,-76.48813806,59,20685
S21213,3.49210944,-76.48683444,60,21171
S21213,3.49177194,-76.48917778,61,21436
S21213,3.49102306,-76.49154667,62,21681
S21213,3.48924611,-76.49364167,63,22023
S21213,3.48178639,-76.49809556,64,22990
S21213,3.48431472,-76.50153583,65,23626
S21213,3.48623056,-76.50090667,66,23855
S21213,3.48777833,-76.50024833,67,24375
S21213,3.48986333,-76.506795,68,25138
S21213,3.49023333,-76.508785,69,25360
S21213,3.491045,-76.511445,70,25672
S21213,3.49204333,-76.51450833,71,26025
S21213,3.49261333,-76.51641833,72,26244
S21213,3.493565,-76.51945667,73,26596
S21213,3.494145,-76.52129,74,26805
S21213,3.49241333,-76.52346667,75,27376
S21213,3.49403333,-76.52154,76,27726
S21213,3.49338333,-76.51948833,77,27963
S21213,3.49250333,-76.51663667,78,28275
S21213,3.491935,-76.514835,79,28491
S21213,3.49075333,-76.51156333,80,28865
S21213,3.48930667,-76.50904167,81,29186
S21219,3.4889,-76.50791,0,0
S21219,3.48924167,-76.50617667,1,247
S21219,3.48846,-76.50377833,2,522
S21219,3.48723333,-76.50119,3,837
S21219,3.48527861,-76.50133861,4,1086
S21219,3.48196389,-76.49778833,5,1632
S21219,3.48934556,-76.49326722,6,2598
S21219,3.49082333,-76.49137778,7,2938
S21219,3.48916528,-76.48772306,8,3513
S21219,3.48693194,-76.48695139,9,3775
S21219,3.48362222,-76.48609917,10,4084
S21219,3.48121556,-76.48548083,11,4318
S21219,3.47946,-76.48484,12,4559
S21219,3.47671833,-76.48401,13,4872
S21219,3.47345333,-76.48295167,14,5245
S21219,3.47154833,-76.48195667,15,5483
S21219,3.46884833,-76.48056667,16,5820
S21219,3.46509639,-76.47997972,17,6171
S21219,3.46337722,-76.48036722,18,6437
S21219,3.46074667,-76.48093167,19,6723
S21219,3.45705,-76.48186833,20,7133
S21219,3.45410333,-76.48254667,21,7469
S21219,3.4515,-76.4831,22,7751
S21219,3.44727361,-76.48413306,23,8207
S21219,3.44387611,-76.48310333,24,9022
S212115,3.44387611,-76.48310333,0,0
S212115,3.44367889,-76.48438194,1,616
S212115,3.44085833,-76.484395,2,910
S212115,3.43787139,-76.48430444,3,1236
S212115,3.43334167,-76.48423361,4,1740
S212115,3.43151528,-76.48414444,5,1943
S212115,3.42972667,-76.484055,6,2142
S212115,3.42679972,-76.48467611,7,2473
S212115,3.42337333,-76.48610861,8,2806
S212115,3.420075,-76.48648528,9,3175
S212115,3.41847861,-76.48684028,10,3382
S212115,3.41533861,-76.48863167,11,4788
S212115,3.41212917,-76.49201083,12,5302
S212115,3.41045222,-76.49368944,13,5580
S212115,3.40920667,-76.49489861,14,5803
S212115,3.40746972,-76.49780472,15,6157
S212115,3.40608639,-76.49940667,16,6396
S212115,3.40530306,-76.50051861,17,6548
S212115,3.40330306,-76.50304778,18,6904
S212115,3.401205,-76.50528833,19,7258
S212115,3.39969444,-76.50682639,20,7496
S212115,3.39931778,-76.50831667,21,7717
S212115,3.40216722,-76.51101556,22,8154
S212115,3.40448444,-76.51324944,23,8511
S212115,3.40626,-76.51490778,24,8780
S212115,3.4079375,-76.51651611,25,9038
S212115,3.40910667,-76.51753333,26,9242
S212115,3.408865,-76.51947,27,9513
S212115,3.40756667,-76.520725,28,9713
S212115,3.40074861,-76.52367556,29,10567
S212115,3.39563833,-76.524385,30,11125
S212115,3.39277972,-76.52437472,31,11482
S212115,3.39062667,-76.52451667,32,11721
S212115,3.38460778,-76.52518861,33,12422
