X,Y,ID_PARADERO,ID_PARADA,ID_RUTA,NRO_PARADA,DIRECCION,TIPO_PARADA,RECORRIDO,CODIGO_RUTA,NOMBRE_RUTA,SISTEMA_RUTA,TIPO_RUTA,EMPRESA,OBJECTID
-75.554775115872857,6.256566699407117,54156,90232021,90232,21,"CL 64 40-38, Medellin",Reglamentaria,Origen-Destino,85,La Honda,6D,Directa Centro,Cootracovi,8904
-75.558269842526443,6.252045207459862,53913,90232023,90232,23,"CR 41 58-51, Medellin",Reglamentaria,Origen-Destino,85,La Honda,6D,Directa Centro,Cootracovi,8798
-75.561957017489746,6.24939026056405,53671,90232025,90232,25,"CR 43 x CL 53, Medellin",Reglamentaria,Origen-Destino,85,La Honda,6D,Directa Centro,Cootracovi,8185
-75.559012442351488,6.250675100303021,53867,90232032,90232,32,"CR 41 56-18, Medellin",Reglamentaria,Destino-Origen,85,La Honda,6D,Directa Centro,Cootracovi,8208
-75.542221045800403,6.265391491801209,54841,90232041,90232,41,"CR 28 71-25, Medellin",Reglamentaria,Destino-Origen,85,La Honda,6D,Directa Centro,Cootracovi,8454
-75.536873104737921,6.265390931253704,55005,90232046,90232,46,"CR 24BD 71-17, Medellin",Reglamentaria,Destino-Origen,85,La Honda,6D,Directa Centro,Cootracovi,8922
-75.536412505882893,6.306457269457346,55020,90233001,90233,1,"Barrio El Pinar-1, Bello",Reglamentaria,Origen-Destino,55,El Pinar,6E,Directa Centro,Cootranscol,8372
-75.536756051356804,6.297614555325709,55010,90233010,90233,10,"CR 28 107-665, Medellin",Reglamentaria,Origen-Destino,55,El Pinar,6E,Directa Centro,Cootranscol,8069
-75.545512827082959,6.284360777033704,54675,90233018,90233,18,"CR 34B 93A-111, Medellin",Reglamentaria,Origen-Destino,55,El Pinar,6E,Directa Centro,Cootranscol,8767
-75.561568894788493,6.267067089665779,53698,90233032,90233,32,"CL 71 50A-98, Medellin",Reglamentaria,Origen-Destino,55,El Pinar,6E,Directa Centro,Cootranscol,8648
-75.562835028861173,6.266953652659514,53616,90233033,90233,33,"CR 51A x CL 70A, Medellin",Reglamentaria,Origen-Destino,55,El Pinar,6E,Directa Centro,Cootranscol,8524
-75.564957436446292,6.260065812995883,53470,90233035,90233,35,"CR 51 61-73, Medellin",Reglamentaria,Origen-Destino,55,El Pinar,6E,Directa Centro,Cootranscol,8534
-75.566641760750869,6.257229282708755,53356,90233036,90233,36,"CR 51D x CL 58, Medellin",Reglamentaria,Origen-Destino,55,El Pinar,6E,Directa Centro,Cootranscol,8712
-75.562683336595683,6.253023322069143,53628,90233038,90233,38,"CR 46 56-23, Medellin",Reglamentaria,Origen-Destino,55,El Pinar,6E,Directa Centro,Cootranscol,8787
-75.566117184509224,6.256360550967421,53397,90233044,90233,44,"CR 51 57-48, Medellin",Reglamentaria,Destino-Origen,55,El Pinar,6E,Directa Centro,Cootranscol,8921
-75.556490384621497,6.264632383796521,54033,90233048,90233,48,"CL 69 47-53, Medellin",Reglamentaria,Destino-Origen,55,El Pinar,6E,Directa Centro,Cootranscol,8538
-75.548948094100396,6.271180813488944,54460,90233053,90233,53,"CR 39 79-18, Medellin",Reglamentaria,Destino-Origen,55,El Pinar,6E,Directa Centro,Cootranscol,8168
-75.544102032138241,6.287289222163577,54763,90233061,90233,61,"CR 34 96-64, Medellin",Reglamentaria,Destino-Origen,55,El Pinar,6E,Directa Centro,Cootranscol,8693
-75.534866037072931,6.300419143476522,55057,90233071,90233,71,"Barrio El Pinar-6, Bello",Reglamentaria,Destino-Origen,55,El Pinar,6E,Directa Centro,Cootranscol,8920
-75.536502531734271,6.30302618948801,55017,90233072,90233,72,"Barrio El Pinar-11, Bello",Reglamentaria,Destino-Origen,55,El Pinar,6E,Directa Centro,Cootranscol,8671
-75.542016186067428,6.293394901057455,54845,90234010,90234,10,"CR 32 106-27, Medellin",Reglamentaria,Origen-Destino,055P,El Pinar Periférica,6E,Directa Centro,Cootranscol,8880
-75.542016186067428,6.293394901057455,54845,90235012,90235,12,"CR 32 106-27, Medellin",Reglamentaria,Origen-Destino,56,La Esperanza,6E,Directa Centro,Cootranscol,8843
-75.547757275532931,6.274814915397874,54542,90235021,90235,21,"CR 39 83-49, Medellin",Reglamentaria,Origen-Destino,56,La Esperanza,6E,Directa Centro,Cootranscol,8128
-75.548731972433302,6.272767133868662,54467,90235022,90235,22,"CL 81 39-02, Medellin",Reglamentaria,Origen-Destino,56,La Esperanza,6E,Directa Centro,Cootranscol,8847
-75.549123906304033,6.271242961160016,54447,90235023,90235,23,"CR 40 79-15, Medellin",Reglamentaria,Origen-Destino,56,La Esperanza,6E,Directa Centro,Cootranscol,8205
-75.550023166851261,6.267215800897864,54407,90235025,90235,25,"CL 71AA 39-24, Medellin",Reglamentaria,Origen-Destino,56,La Esperanza,6E,Directa Centro,Cootranscol,8719
-75.567219328351399,6.254936166777271,53322,90235033,90235,33,"CR 51D 55-31, Medellin",Reglamentaria,Origen-Destino,56,La Esperanza,6E,Directa Centro,Cootranscol,8181
-75.560004813053084,6.263216010387906,53783,90235038,90235,38,"CR 49 66-77, Medellin",Reglamentaria,Destino-Origen,56,La Esperanza,6E,Directa Centro,Cootranscol,8505
-75.53775720731015,6.277194907280299,54991,90236004,90236,4,"CR 23B 84B-62, Medellin",Reglamentaria,Origen-Destino,57,Bello Oriente,6E,Directa Centro,Coopetransa,8687
-75.538135110863195,6.287848723146955,54972,90236013,90236,13,"CR 23 99A-28, Medellin",Reglamentaria,Origen-Destino,57,Bello Oriente,6E,Directa Centro,Coopetransa,8918
-75.547757275532931,6.274814915397874,54542,90236033,90236,33,"CR 39 83-49, Medellin",Reglamentaria,Origen-Destino,57,Bello Oriente,6E,Directa Centro,Coopetransa,8518
-75.555613072104805,6.262045384050227,54098,90236040,90236,40,"CR 45 66-80, Medellin",Reglamentaria,Origen-Destino,57,Bello Oriente,6E,Directa Centro,Coopetransa,8882
-75.563809501510448,6.263103550328865,53552,90236042,90236,42,"CR 51 x CL 66, Medellin",Reglamentaria,Origen-Destino,57,Bello Oriente,6E,Directa Centro,Coopetransa,8499
-75.538174463395038,6.292369607113447,54969,90236078,90236,78,"CR 23 102C-49, Medellin",Reglamentaria,Destino-Origen,57,Bello Oriente,6E,Directa Centro,Coopetransa,8119
-75.538747442763054,6.284795166542875,54954,90236083,90236,83,"CR 23 94-33, Medellin",Reglamentaria,Destino-Origen,57,Bello Oriente,6E,Directa Centro,Coopetransa,8110
-75.539415969828667,6.280500420345859,54934,90236086,90236,86,"CR 22B 90A-19, Medellin",Reglamentaria,Destino-Origen,57,Bello Oriente,6E,Directa Centro,Coopetransa,8062
-75.539535415796934,6.278554059667595,54929,90236088,90236,88,"CR 23B 84B-299, Medellin",Reglamentaria,Destino-Origen,57,Bello Oriente,6E,Directa Centro,Coopetransa,8734
-75.544228325308339,6.287174651806951,54759,90237005,90237,5,"CR 34 96-49, Medellin",Reglamentaria,Origen-Destino,60,Santo Domingo,6E,Directa Centro,Cootranscol,8852
-75.550513236341985,6.266902680578263,54373,90237015,90237,15,"CR 41 71A-39, Medellin",Reglamentaria,Origen-Destino,60,Santo Domingo,6E,Directa Centro,Cootranscol,8541
-75.547653842001935,6.274720033189925,54545,90237036,90237,36,"CR 39 83-23, Medellin",Reglamentaria,Destino-Origen,60,Santo Domingo,6E,Directa Centro,Cootranscol,8132
-75.545815963840269,6.280727759026026,54645,90237038,90237,38,"CR 36 86B-126, Medellin",Reglamentaria,Destino-Origen,60,Santo Domingo,6E,Directa Centro,Cootranscol,8462
-75.545320978472617,6.282361053900233,54687,90237039,90237,39,"CR 36 91-26, Medellin",Reglamentaria,Destino-Origen,60,Santo Domingo,6E,Directa Centro,Cootranscol,8526
-75.545943920035413,6.277467016667516,54628,90238005,90238,5,"CR 34 85C-31, Medellin",Reglamentaria,Origen-Destino,69,El Jardín,6E,Directa Centro,Coopetransa ,8796
-75.545737754371871,6.27327532788068,54654,90238009,90238,9,"CR 32 82-43, Medellin",Reglamentaria,Origen-Destino,69,El Jardín,6E,Directa Centro,Coopetransa ,8721
-75.546729319835052,6.269601553218624,54581,90238018,90238,18,"CR 36A 75C-28, Medellin",Reglamentaria,Origen-Destino,69,El Jardín,6E,Directa Centro,Coopetransa ,8507
-75.567385543659,6.2456810533059,53306,90238036,90238,36,"CR 46 x CL 45, Medellin",Reglamentaria,Origen-Destino,69,El Jardín,6E,Directa Centro,Coopetransa ,8169
-75.549055834212908,6.268872846828479,54457,90238045,90238,45,"CR 39 72-92, Medellin",Reglamentaria,Destino-Origen,69,El Jardín,6E,Directa Centro,Coopetransa ,8374
-75.547813699548755,6.271152280636028,54534,90238049,90238,49,"CL 79 36C-27, Medellin",Reglamentaria,Destino-Origen,69,El Jardín,6E,Directa Centro,Coopetransa ,8673
-75.54576415450093,6.26844965642693,54650,90238054,90238,54,"CR 34 75B-52, Medellin",Reglamentaria,Destino-Origen,69,El Jardín,6E,Directa Centro,Coopetransa ,8070
-75.54633717975949,6.274880135979834,54603,90238064,90238,64,"CR 36 x CL 83, Medellin",Reglamentaria,Destino-Origen,69,El Jardín,6E,Directa Centro,Coopetransa ,8207
-75.566050455534651,6.245171958271467,53401,90239012,90239,12,"CR 45 46-44, Medellin",Reglamentaria,Destino-Origen,87,Pinar Torres,6F,Directa Centro,Cootranspinal,8668
-75.559289534531487,6.245862646271408,53850,90239016,90239,16,"CR 39 50-44, Medellin",Reglamentaria,Destino-Origen,87,Pinar Torres,6F,Directa Centro,Cootranspinal,8179
-75.545728335787018,6.245547614001612,54655,90239020,90239,20,"CR 25BB 56-145, Medellin",Reglamentaria,Destino-Origen,87,Pinar Torres,6F,Directa Centro,Cootranspinal,8976
-75.540579153434848,6.243244584191104,54895,90239023,90239,23,"CR 18A 56EC-, Medellin",Reglamentaria,Destino-Origen,87,Pinar Torres,6F,Directa Centro,Cootranspinal,8161
-75.544290126983682,6.245507088348756,54755,90241004,90241,4,"CL 56E 25A-14, Medellin",Reglamentaria,Origen-Destino,88,Pinar Torres,6F,Directa Centro,Cootranspinal,8115
-75.551493672330835,6.249008114420522,54333,90241020,90241,20,"CL 58 31-29, Medellin",Reglamentaria,Destino-Origen,88,Pinar Torres,6F,Directa Centro,Cootranspinal,8522
-75.552418212727488,6.249190987836876,54298,90242006,90242,6,"CR 32 58-20, Medellin",Reglamentaria,Origen-Destino,90,Pinal,6F,Directa Centro,Copatra,8060
-75.552615340662626,6.250541893787073,54288,90242007,90242,7,"CL 59A x CR 35, Medellin",Reglamentaria,Origen-Destino,90,Pinal,6F,Directa Centro,Copatra,8634
-75.575300201093143,6.250806332252967,52741,90242015,90242,15,"CR 57 48-53, Medellin",Reglamentaria,Destino-Origen,90,Pinal,6F,Directa Centro,Copatra,8444
-75.566828371594369,6.2459053226173,53343,90242017,90242,17,"CR 46 x CL 46, Medellin",Reglamentaria,Destino-Origen,90,Pinal,6F,Directa Centro,Copatra,8870
-75.555832536246115,6.251239324465304,54081,90242021,90242,21,"CL 59A x CR 37, Medellin",Reglamentaria,Destino-Origen,90,Pinal,6F,Directa Centro,Copatra,8911
-75.54405244535954,6.245262779270404,54767,90242027,90242,27,"CL 56E 25-31, Medellin",Reglamentaria,Destino-Origen,90,Pinal,6F,Directa Centro,Copatra,8722
-75.549070795455592,6.249655160673067,54455,90244004,90244,4,"CL 58 x CR 28A, Medellin",Reglamentaria,Origen-Destino,91,Llanadas,6F,Directa Centro,Copatra,8732
-75.54026325388692,6.254854257618055,54903,90245001,90245,1,"CR 18B 62-44, Medellin",Reglamentaria,Origen-Destino,091F,El Faro,6F,Directa Centro,Copatra,8210
-75.548503596896992,6.250834473732821,54480,90245011,90245,11,"CR 29 59-13, Medellin",Reglamentaria,Origen-Destino,091F,El Faro,6F,Directa Centro,Copatra,8125
-75.540740408164638,6.255548758716185,54885,90245035,90245,35,"CR 18C 64B-27, Medellin",Reglamentaria,Destino-Origen,091F,El Faro,6F,Directa Centro,Copatra,8905
-75.543714772262163,6.25021801893089,54782,90246002,90246,2,"CL 57CC 22B-52, Medellin",Reglamentaria,Origen-Destino,091V,Villa Mercedes,6F,Directa Centro,Copatra,8449
-75.544430076230952,6.250882470243492,54746,90246003,90246,3,"CR 22C 22B-102, Medellin",Reglamentaria,Origen-Destino,091V,Villa Mercedes,6F,Directa Centro,Copatra,8884
-75.548503596896992,6.250834473732821,54480,90246010,90246,10,"CR 29 59-13, Medellin",Reglamentaria,Origen-Destino,091V,Villa Mercedes,6F,Directa Centro,Copatra,8643
-75.560337208889521,6.24937343380818,53757,90246018,90246,18,"CL 54 41-42, Medellin",Reglamentaria,Origen-Destino,091V,Villa Mercedes,6F,Directa Centro,Copatra,8875
-75.557604685747805,6.248501419899886,53953,90246024,90246,24,"CL 55 x CR 38, Medellin",Reglamentaria,Destino-Origen,091V,Villa Mercedes,6F,Directa Centro,Copatra,8846
-75.552505694608158,6.246904856348538,54294,90246027,90246,27,"CR 33 56-50, Medellin",Reglamentaria,Destino-Origen,091V,Villa Mercedes,6F,Directa Centro,Copatra,8038
-75.548449816233955,6.249702116888048,54486,90246030,90246,30,"CL 58 28-09, Medellin",Reglamentaria,Destino-Origen,091V,Villa Mercedes,6F,Directa Centro,Copatra,8689
-75.543658807286604,6.250122295269987,54783,90246034,90246,34,"CL 57C 22-21, Medellin",Reglamentaria,Destino-Origen,091V,Villa Mercedes,6F,Directa Centro,Copatra,8218
-75.559603363587982,6.252599830991143,53820,90247007,90247,7,"CL 58 42-56, Medellin",Reglamentaria,Origen-Destino,105,Golondrinas,6F,Directa Centro,Cootransmallat,8124
-75.542852373795583,6.25213850967489,54810,90249002,90249,2,"CR 21 59-27, Medellin",Reglamentaria,Origen-Destino,105,Golondrinas - Minorista,6F,Directa Centro,Cootransmallat,8148
-75.572242392077342,6.256707774566306,52970,90249008,90249,8,"CR 56C 55-76, Medellin",Reglamentaria,Origen-Destino,105,Golondrinas - Minorista,6F,Directa Centro,Cootransmallat,8665
-75.560943516999956,6.251093023989397,53733,90249009,90249,9,"CR 43 55-35, Medellin",Reglamentaria,Destino-Origen,105,Golondrinas - Minorista,6F,Directa Centro,Cootransmallat,8202
-75.544005722916822,6.249840045713176,54770,90250013,90250,13,"CL 57C 22-67, Medellin",Reglamentaria,Destino-Origen,105,Golondrinas horario especial,6F,Directa Centro,Cootransmallat,8717
-75.547877881908107,6.248401272603075,54527,90251004,90251,4,"CR 27 x CL 57C, Medellin",Reglamentaria,Origen-Destino,105,Golondrinas horario nocturno,6F,Directa Centro,Cootransmallat,8864
-75.551493672330835,6.249008114420522,54333,90251016,90251,16,"CL 58 31-29, Medellin",Reglamentaria,Destino-Origen,105,Golondrinas horario nocturno,6F,Directa Centro,Cootransmallat,8495
-75.538655615898449,6.256374627387346,54959,90252001,90252,1,"CL 65 16DD-156, Medellin",Reglamentaria,Origen-Destino,105,El Faro,6F,Directa Centro,Cootransmallat,8900
-75.540262199148344,6.256311035474198,54904,90252002,90252,2,"CL 65 18B-146, Medellin",Reglamentaria,Origen-Destino,105,El Faro,6F,Directa Centro,Cootransmallat,8055
-75.563291316428376,6.241541812009602,53588,90252022,90252,22,"CL 44 x CR 40, Medellin",Reglamentaria,Destino-Origen,105,El Faro,6F,Directa Centro,Cootransmallat,8392
-75.540044453823995,6.253957190340265,54911,90252038,90252,38,"SR 18B 59C-101, Medellin",Reglamentaria,Destino-Origen,105,El Faro,6F,Directa Centro,Cootransmallat,8919
-75.543406120040387,6.25077542563525,54792,90253008,90253,8,"CL 65AA x  22B, Medellin",Reglamentaria,Origen-Destino,105,Villa Mercedes,6F,Directa Centro,Cootransmallat,8925
-75.563291316428376,6.241541812009602,53588,90253025,90253,25,"CL 44 x CR 40, Medellin",Reglamentaria,Destino-Origen,105,Villa Mercedes,6F,Directa Centro,Cootransmallat,8049
-75.541525753931438,6.255146590737488,54862,90253042,90253,42,"CR 19 64-, Medellin",Reglamentaria,Destino-Origen,105,Villa Mercedes,6F,Directa Centro,Cootransmallat,8845
-75.555543215420215,6.249861312952346,54108,90254006,90254,6,"CL 58 37-28, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas,6F,Directa Centro,Cootransmallat,8874
-75.555675189139862,6.249774474314989,54095,90254016,90254,16,"CL 58 37-43, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas,6F,Directa Centro,Cootransmallat,8217
-75.550977969479192,6.249093044442612,54357,90254017,90254,17,"CL 58 30-89, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas,6F,Directa Centro,Cootransmallat,8883
-75.542921279615911,6.248554645580699,54808,90254020,90254,20,"CL 56HG 20-61, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas,6F,Directa Centro,Cootransmallat,8448
-75.559603363587982,6.252599830991143,53820,90255007,90255,7,"CL 58 42-56, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas - Minorista,6F,Directa Centro,Cootransmallat,8520
-75.555675189139862,6.249774474314989,54095,90255017,90255,17,"CL 58 37-43, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas - Minorista,6F,Directa Centro,Cootransmallat,8113
-75.542921279615911,6.248554645580699,54808,90255021,90255,21,"CL 56HG 20-61, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas - Minorista,6F,Directa Centro,Cootransmallat,8642
-75.544713839610523,6.249214679681669,54727,90256003,90256,3,"CL 57B x CR 24, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas horario especial,6F,Directa Centro,Cootransmallat,8501
-75.55145814721007,6.249124120843335,54335,90256005,90256,5,"CL 58 31-18, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas horario especial,6F,Directa Centro,Cootransmallat,8177
-75.542921279615911,6.248554645580699,54808,90256013,90256,13,"CL 56HG 20-61, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas horario especial,6F,Directa Centro,Cootransmallat,8064
-75.528845702461808,6.228088703328779,55092,90257001,90257,1,"CL 46 1AA-54, Medellin",Reglamentaria,Origen-Destino,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,8456
-75.543825298915422,6.235989100153901,54777,90257008,90257,8,"CL 49 17-70, Medellin",Reglamentaria,Origen-Destino,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,8502
-75.544630035324772,6.236817781245556,54736,90257009,90257,9,"CR 17C 49-06, Medellin",Reglamentaria,Origen-Destino,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,8114
-75.544005999105565,6.235931440882117,54771,90257020,90257,20,"CL 49 17-69, Medellin",Reglamentaria,Destino-Origen,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,8065
-75.551774449104727,6.241891083796637,54328,90259017,90259,17,"CL 51 29-47, Medellin",Reglamentaria,Destino-Origen,98 Directa 3,Santa Elena-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,8146
-75.536408682242751,6.230560839563195,55022,90259023,90259,23,"CL 49 x  6AB  , Medellin",Reglamentaria,Destino-Origen,98 Directa 3,Santa Elena-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,8123
-75.534863622432539,6.229790220996262,55058,90260004,90260,4,"CL 48 4-106, Medellin",Reglamentaria,Origen-Destino,98 Directa 4,Santa Elena-Perico-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,8552
-75.537655225341183,6.231036181920599,54996,90260006,90260,6,"CL 49 9A-26, Medellin",Reglamentaria,Origen-Destino,98 Directa 4,Santa Elena-Perico-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,8790
-75.561928971199421,6.247143404995567,53673,90260013,90260,13,"CR 42 50-32, Medellin",Reglamentaria,Origen-Destino,98 Directa 4,Santa Elena-Perico-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,8863
-75.545913261125762,6.2372436758196,54631,90260019,90260,19,"CL 49 18-27, Medellin",Reglamentaria,Destino-Origen,98 Directa 4,Santa Elena-Perico-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,8838
-75.540132513833342,6.231529486967287,54909,90260021,90260,21,"CL 49 x CR 48, Medellin",Reglamentaria,Destino-Origen,98 Directa 4,Santa Elena-Perico-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,8715
-75.53127398881638,6.227353477323791,55083,90261002,90261,2,"CL 46 2AG-30, Medellin",Reglamentaria,Origen-Destino,98 Directa 5,Santa Elena-El Plan-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,8727
-75.533506844235092,6.22918278873584,55066,90261003,90261,3,"CL 48 3B-26, Medellin",Reglamentaria,Origen-Destino,98 Directa 5,Santa Elena-El Plan-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,8685
-75.543825298915422,6.235989100153901,54777,90261008,90261,8,"CL 49 17-70, Medellin",Reglamentaria,Origen-Destino,98 Directa 5,Santa Elena-El Plan-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,8494
-75.544630035324772,6.236817781245556,54736,90261009,90261,9,"CR 17C 49-06, Medellin",Reglamentaria,Origen-Destino,98 Directa 5,Santa Elena-El Plan-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,8156
-75.559602441106748,6.248195118171496,53822,90261014,90261,14,"CR 40 52-85, Medellin",Reglamentaria,Destino-Origen,98 Directa 5,Santa Elena-El Plan-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,8439
-75.539914761233817,6.231651438087071,54918,90262007,90262,7,"CL 49 10B-130, Medellin",Reglamentaria,Origen-Destino,98 Directa 6,Santa Elena-Piedras Blancas-Medellín,6G,Directa No Centro,Transacoop,8194
-75.540132513833342,6.231529486967287,54909,90262021,90262,21,"CL 49 x CR 48, Medellin",Reglamentaria,Destino-Origen,98 Directa 6,Santa Elena-Piedras Blancas-Medellín,6G,Directa No Centro,Transacoop,8899
-75.536408682242751,6.230560839563195,55022,90262023,90262,23,"CL 49 x  6AB  , Medellin",Reglamentaria,Destino-Origen,98 Directa 6,Santa Elena-Piedras Blancas-Medellín,6G,Directa No Centro,Transacoop,8048
-75.539914761233817,6.231651438087071,54918,90263007,90263,7,"CL 49 10B-130, Medellin",Reglamentaria,Origen-Destino,98 Directa 7,Santa Elena-Barro Blanco-Medellín,6G,Directa No Centro,Transacoop,8546
-75.558389957503906,6.24678143531677,53908,90264015,90264,15,"CL 51 38-57, Medellin",Reglamentaria,Destino-Origen,98 Directa 8,Santa Elena-El Cerro-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,8467
-75.540132513833342,6.231529486967287,54909,90264021,90264,21,"CL 49 x CR 48, Medellin",Reglamentaria,Destino-Origen,98 Directa 8,Santa Elena-El Cerro-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,8174
-75.485115615946214,6.205152754210224,55147,90265001,90265,1,CR 51 Este - Santa Elena,Reglamentaria,Origen-Destino,98 Directa 9,Santa Elena-Piedras Blancas-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,8924
-75.528845702461808,6.228088703328779,55092,90265002,90265,2,"CL 46 1AA-54, Medellin",Reglamentaria,Origen-Destino,98 Directa 9,Santa Elena-Piedras Blancas-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,8773
-75.536100243337373,6.230706314745062,55031,90265006,90265,6,"CR 6AB x CL 49, Medellin",Reglamentaria,Origen-Destino,98 Directa 9,Santa Elena-Piedras Blancas-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,8654
-75.551336655784539,6.240977739250608,54340,90265012,90265,12,"CL 50 28-36, Medellin",Reglamentaria,Origen-Destino,98 Directa 9,Santa Elena-Piedras Blancas-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,8735
-75.53505123986298,6.22960221967148,55055,90265025,90265,25,"CR 6 x  47A  , Medellin",Reglamentaria,Destino-Origen,98 Directa 9,Santa Elena-Piedras Blancas-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,8699
-75.535028028213489,6.234693582087867,55056,90266002,90266,2,"CR 8A 55-29, Medellin",Reglamentaria,Origen-Destino,93,Caicedo La Toma,6H,Directa Centro,Copatra,8063
-75.541794452531335,6.236769276554645,54854,90266007,90266,7,"CL 52 16-76, Medellin",Reglamentaria,Origen-Destino,93,Caicedo La Toma,6H,Directa Centro,Copatra,8175
-75.544393587215239,6.238754416420082,54748,90266009,90266,9,"CL 52A 19-76, Medellin",Reglamentaria,Origen-Destino,93,Caicedo La Toma,6H,Directa Centro,Copatra,8500
-75.559602441106748,6.248195118171496,53822,90266023,90266,23,"CR 40 52-85, Medellin",Reglamentaria,Destino-Origen,93,Caicedo La Toma,6H,Directa Centro,Copatra,8979
-75.553868037711837,6.242968053381696,54205,90266026,90266,26,"CL 51 32-21, Medellin",Reglamentaria,Destino-Origen,93,Caicedo La Toma,6H,Directa Centro,Copatra,8121
-75.540675469409464,6.235902148482432,54890,90266034,90266,34,"CL 52 15-19, Medellin",Reglamentaria,Destino-Origen,93,Caicedo La Toma,6H,Directa Centro,Copatra,8980
-75.546709531494301,6.241084334659895,54582,90267011,90267,11,"CL 52 23-108, Medellin",Reglamentaria,Origen-Destino,93,Caicedo,6H,Directa Centro,Copatra,8662
-75.548361005606409,6.242273624973065,54494,90267012,90267,12,"CL 52 25B-32, Medellin",Reglamentaria,Origen-Destino,93,Caicedo,6H,Directa Centro,Copatra,8145
-75.553868037711837,6.242968053381696,54205,90267026,90267,26,"CL 51 32-21, Medellin",Reglamentaria,Destino-Origen,93,Caicedo,6H,Directa Centro,Copatra,8199
-75.539658636975219,6.234370649554346,54923,90268005,90268,5,"CL 52A 12-88, Medellin",Reglamentaria,Origen-Destino,93,Caicedo La Toma Minorista,6H,Directa Centro,Copatra,8782
-75.546709531494301,6.241084334659895,54582,90268011,90268,11,"CL 52 23-108, Medellin",Reglamentaria,Origen-Destino,93,Caicedo La Toma Minorista,6H,Directa Centro,Copatra,8684
-75.548361005606409,6.242273624973065,54494,90268012,90268,12,"CL 52 25B-32, Medellin",Reglamentaria,Origen-Destino,93,Caicedo La Toma Minorista,6H,Directa Centro,Copatra,8389
-75.540675469409464,6.235902148482432,54890,90268034,90268,34,"CL 52 15-19, Medellin",Reglamentaria,Destino-Origen,93,Caicedo La Toma Minorista,6H,Directa Centro,Copatra,8492
-75.538251080302231,6.233181650842785,54965,90268036,90268,36,"CL 52 x  10  , Medellin",Reglamentaria,Destino-Origen,93,Caicedo La Toma Minorista,6H,Directa Centro,Copatra,8714
-75.561768035604004,6.248220103387727,53688,90269013,90269,13,"CL 52 x CR 42, Medellin",Reglamentaria,Origen-Destino,94,Santa Lucía,6H,Directa Centro,Copatra,8011
-75.569174243057034,6.243967556108906,53210,90270023,90270,23,"CR 48 x CL 43, Medellin",Reglamentaria,Destino-Origen,95,Perlas,6H,Directa Centro,Copatra,8047
-75.538811341098793,6.239788846597657,54953,90270041,90270,41,"CR 16 56B-34, Medellin",Reglamentaria,Destino-Origen,95,Perlas,6H,Directa Centro,Copatra,8898
-75.550996922176864,6.242769697348517,54356,90271015,90271,15,"CL 52 29-06, Medellin",Reglamentaria,Origen-Destino,95,Perlas Minorista,6H,Directa Centro,Copatra,8172
-75.559602441106748,6.248195118171496,53822,90271019,90271,19,"CR 40 52-85, Medellin",Reglamentaria,Origen-Destino,95,Perlas Minorista,6H,Directa Centro,Copatra,8529
-75.573456522678612,6.256154001172409,52876,90271023,90271,23,"CR 57 54-55, Medellin",Reglamentaria,Destino-Origen,95,Perlas Minorista,6H,Directa Centro,Copatra,8855
-75.553868037711837,6.242968053381696,54205,90271031,90271,31,"CL 51 32-21, Medellin",Reglamentaria,Destino-Origen,95,Perlas Minorista,6H,Directa Centro,Copatra,8704
