"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","block_id","shape_id","wheelchair_accessible","bikes_allowed"
"133ii","FULLWEEK","133ii-1","Campestre, ISA, Loma de Los González","","1","","133ii-1","0","2"
"133iiA","FULLWEEK","133iiA-1","Balsos La Y","","1","","133iiA-1","0","2"
"106","FULLWEEK","106-1","Tres Esquinas - Minorista horario especial","","1","","106-1","0","2"
"95","FULLWEEK","95-1","Perlas Minorista","","1","","95-1","0","2"
"193","FULLWEEK","193-1","Laureles Nogal # 2","","1","","193-1","0","2"
"193i","FULLWEEK","193i-1","Estadio-Bolivariana-Laureles","","1","","193i-1","0","2"
"193ii","FULLWEEK","193ii-1","Estadio-Laureles Santa Teresita","","1","","193ii-1","0","2"
"106","FULLWEEK","106-1","Tres Esquinas - Minorista","","1","","106-1","0","2"
"267","FULLWEEK","267-1","Éxito","","1","","267-1","0","2"
"280","FULLWEEK","280-1","Santander - Carrera 73","","1","","280-1","0","2"
"270i","FULLWEEK","270i-1","Gratamira-Estación Acevedo","","1","","270i-1","0","2"
"134","FULLWEEK","134-1","Poblado - El Tesoro - La Chacona","","1","","134-1","0","2"
"134i","FULLWEEK","134i-1","La Y","","1","","134i-1","0","2"
"195i","FULLWEEK","195i-1","Simón Bolívar-Unicentro-estación Santa Lucía","","1","","195i-1","0","2"
"200","FULLWEEK","200-1","Barrio Cristóbal-Oriental","","1","","200-1","0","2"
"133","FULLWEEK","133-1","Poblado San Lucas","","1","","133-1","0","2"
"280 Directa","FULLWEEK","280 Directa-1","Santander - Carrera 73","","1","","280 Directa-1","0","2"
"281","FULLWEEK","281-1","Florencia","","1","","281-1","0","2"
"134Y","FULLWEEK","134Y-1","Poblado - El Tesoro - La Y","","1","","134Y-1","0","2"
"135","FULLWEEK","135-1","Poblado Campestre","","1","","135-1","0","2"
"318i","FULLWEEK","318i-1","San Antonio de Prado estación Sabaneta","","1","","318i-1","0","2"
"253iAR","FULLWEEK","253iAR-1","Robledo Aures integrada Ramal","","1","","253iAR-1","0","2"
"51-52 CV-SD","FULLWEEK","51-52 CV-SD-1","Campo Valdés San Diego","","1","","51-52 CV-SD-1","0","2"
"95","FULLWEEK","95-1","Villatina Minorista","","1","","95-1","0","2"
"080 V-M","FULLWEEK","080 V-M-1","Villa Hermosa - La Mansión","","1","","080 V-M-1","0","2"
"201","FULLWEEK","201-1","Éxito Corazón","","1","","201-1","0","2"
"201B","FULLWEEK","201B-1","Corazón-Plaza Minorista","","1","","201B-1","0","2"
"282","FULLWEEK","282-1","Doce de Octubre - HPTU","","1","","282-1","0","2"
"283","FULLWEEK","283-1","Barrio Nuevo - Carrera 70","","1","","283-1","0","2"
"283i","FULLWEEK","283i-1","Florencia-estación Acevedo","","1","","283i-1","0","2"
"253iA","FULLWEEK","253iA-1","Robledo Aures integrada","","1","","253iA-1","0","2"
"135i","FULLWEEK","135i-1","Los Yarumos San Lucas","","1","","135i-1","0","2"
"135ii","FULLWEEK","135ii-1","Patio Bonito","","1","","135ii-1","0","2"
"136A","FULLWEEK","136A-1","Colinas del Viento - La Isla","","1","","136A-1","0","2"
"080 V-O","FULLWEEK","080 V-O-1","Villa Hermosa - La Mansión-Directa Oriental","","1","","080 V-O-1","0","2"
"201","FULLWEEK","201-1","Éxito Corazón","","1","","201-1","0","2"
"220","FULLWEEK","220-1","San Javier-Eduardo Santos-Oriental","","1","","220-1","0","2"
"201i","FULLWEEK","201i-1","Los Tanques-El Volcán-El Corazón-San Javier","","1","","201i-1","0","2"
"202i","FULLWEEK","202i-1","El Morro-Travesías-Corazón-Santa Lucía","","1","","202i-1","0","2"
"284","FULLWEEK","284-1","Barrio Nuevo - Carrera 74","","1","","284-1","0","2"
"306A","FULLWEEK","306A-1","Izquierda - Circular Noroccidental","","1","","306A-1","0","2"
"315","FULLWEEK","315-0","Circular 315","","0","","315-0","0","2"
"246","FULLWEEK","246-1","Blanquizal","","1","","246-1","0","2"
"246C","FULLWEEK","246C-1","Blanquizal Calazanía","","1","","246C-1","0","2"
"243i","FULLWEEK","243i-1","Floresta","","1","","243i-1","0","2"
"55","FULLWEEK","55-1","El Pinar","","1","","55-1","0","2"
"56","FULLWEEK","56-1","La Esperanza","","1","","56-1","0","2"
"60","FULLWEEK","60-1","Santo Domingo","","1","","60-1","0","2"
"203 Corazón","FULLWEEK","203 Corazón-1","Corazón-Oriental","","1","","203 Corazón-1","0","2"
"221A","FULLWEEK","221A-1","San Javier Derecho-La Caseta-Oriental","","1","","221A-1","0","2"
"306B","FULLWEEK","306B-1","Derecha - Circular Noroccidental","","1","","306B-1","0","2"
"402","FULLWEEK","402-1","Transversal Occidental","","1","","402-1","0","2"
"190","FULLWEEK","190-1","Laureles Parque","","1","","190-1","0","2"
"260T","FULLWEEK","260T-1","Torres","","1","","260T-1","0","2"
"315","FULLWEEK","315-1","Circular 315","","1","","315-1","0","2"
"254","FULLWEEK","254-1","Picacho","","1","","254-1","0","2"
"227i-1","FULLWEEK","227i-1-1","Quintas","","1","","227i-1-1","0","2"
"227i-B","FULLWEEK","227i-B-1","Gabriela","","1","","227i-B-1","0","2"
"227iB-2","FULLWEEK","227iB-2-1","Socorro","","1","","227iB-2-1","0","2"
"227i-C","FULLWEEK","227i-C-1","Caseta","","1","","227i-C-1","0","2"
"228i","FULLWEEK","228i-1","Conquistadores","","1","","228i-1","0","2"
"107","FULLWEEK","107-0","San Antonio-Minorista","","0","","107-0","0","2"
"96","FULLWEEK","96-1","Buenos Aires","","1","","96-1","0","2"
"096 Horario Esp","FULLWEEK","096 Horario Esp-1","Buenos Aires","","1","","096 Horario Esp-1","0","2"
"97","FULLWEEK","97-1","Quintalinda-El Vergel","","1","","97-1","0","2"
"107","FULLWEEK","107-0","Ratón Pelao","","0","","107-0","0","2"
"136","FULLWEEK","136-0","San Lucas - Las Palmas","","0","","136-0","0","2"
"134iA","FULLWEEK","134iA-0","CES, Chuscalito, Chacaltaya","","0","","134iA-0","0","2"
"136ii","FULLWEEK","136ii-0","Las Palmas - CES","","0","","136ii-0","0","2"
"243iD","FULLWEEK","243iD-1","Floresta Directa","","1","","243iD-1","0","2"
"96","FULLWEEK","96-0","Buenos Aires","","0","","96-0","0","2"
"99","FULLWEEK","99-1","Cerros de Quintalinda","","1","","99-1","0","2"
"C23i","FULLWEEK","C23i-1","San Cristóbal-estación San Javier","","1","","C23i-1","0","2"
"099 Horario Esp","FULLWEEK","099 Horario Esp-1","Cerros de Quintalinda","","1","","099 Horario Esp-1","0","2"
"102A","FULLWEEK","102A-1","Pablo Escobar-Cataluña","","1","","102A-1","0","2"
"23","FULLWEEK","23-1","Popular N° 1","","1","","23-1","0","2"
"C23i","FULLWEEK","C23i-1","La Palma-estación San Javier","","1","","C23i-1","0","2"
"C23i","FULLWEEK","C23i-1","San Cristóbal-Calle Negra-estación Aurora","","1","","C23i-1","0","2"
"24","FULLWEEK","24-1","Playón de los Comuneros","","1","","24-1","0","2"
"37 - 39","FULLWEEK","37 - 39-1","Villanueva","","1","","37 - 39-1","0","2"
"37 - 39","FULLWEEK","37 - 39-1","Hueco","","1","","37 - 39-1","0","2"
"37 - 39","FULLWEEK","37 - 39-1","Ferrocarril Minorista","","1","","37 - 39-1","0","2"
"085","FULLWEEK","085-1","La Honda","","1","","085-1","0","2"
"301","FULLWEEK","301-1","Circular","","1","","301-1","0","2"
"301","FULLWEEK","301-0","Circular","","0","","301-0","0","2"
"240","FULLWEEK","240-0","Floresta Estadio-Oriental","","0","","240-0","0","2"
"311i","FULLWEEK","311i-0","Calasanz directo integrada","","0","","311i-0","0","2"
"226i","FULLWEEK","226i-0","Salado","","0","","226i-0","0","2"
"226i-D","FULLWEEK","226i-D-0","Depósito","","0","","226i-D-0","0","2"
"C6-001","FULLWEEK","C6-001-1","Zamora - Acevedo","","1","","C6-001-1","0","2"
"C6-015","FULLWEEK","C6-015-1","Granizal - Hospital","","1","","C6-015-1","0","2"
"227i-A","FULLWEEK","227i-A-0","Peñitas","","0","","227i-A-0","0","2"
"192","FULLWEEK","192-0","Laureles Nogal # 1","","0","","192-0","0","2"
"085 L H MINO","FULLWEEK","085 L H MINO-1","La Honda Minorista","","1","","085 L H MINO-1","0","2"
"227i-A","FULLWEEK","227i-A-1","Peñitas","","1","","227i-A-1","0","2"
"080 V-33","FULLWEEK","080 V-33-0","Villa Hermosa - La Mansión-Directa La 33","","0","","080 V-33-0","0","2"
"C3-003R","FULLWEEK","C3-003R-1","Belén - Rodeo Alto - Rodeo Verde","","1","","C3-003R-1","0","2"
"250R","FULLWEEK","250R-1","Robledales","","1","","250R-1","0","2"
"94","FULLWEEK","94-1","Santa Lucía","","1","","94-1","0","2"
"107","FULLWEEK","107-1","Perlas","","1","","107-1","0","2"
"251","FULLWEEK","251-1","Margaritas","","1","","251-1","0","2"
"252","FULLWEEK","252-1","Kennedy","","1","","252-1","0","2"
"107","FULLWEEK","107-1","San Antonio","","1","","107-1","0","2"
"107","FULLWEEK","107-1","San Antonio-Minorista","","1","","107-1","0","2"
"107","FULLWEEK","107-1","Ratón Pelao","","1","","107-1","0","2"
"080 V-33","FULLWEEK","080 V-33-1","Villa Hermosa - La Mansión-Directa La 33","","1","","080 V-33-1","0","2"
"260C","FULLWEEK","260C-1","Córdoba","","1","","260C-1","0","2"
"260BR","FULLWEEK","260BR-1","Brisas","","1","","260BR-1","0","2"
"240","FULLWEEK","240-1","Floresta Estadio-Oriental","","1","","240-1","0","2"
"311i","FULLWEEK","311i-1","Calasanz directo integrada","","1","","311i-1","0","2"
"226i","FULLWEEK","226i-1","Salado","","1","","226i-1","0","2"
"226i-D","FULLWEEK","226i-D-1","Depósito","","1","","226i-D-1","0","2"
"203 Belencito","FULLWEEK","203 Belencito-0","Belencito-Corazón-Oriental","","0","","203 Belencito-0","0","2"
"203 Belencito","FULLWEEK","203 Belencito-1","Belencito-Corazón-Oriental","","1","","203 Belencito-1","0","2"
"250iVF","FULLWEEK","250iVF-1","Villa Flora integrada","","1","","250iVF-1","0","2"
"260i","FULLWEEK","260i-1","Seminario integrada","","1","","260i-1","0","2"
"261ii","FULLWEEK","261ii-0","Estación Tricentenario","","0","","261ii-0","0","2"
"192","FULLWEEK","192-1","Laureles Nogal # 1","","1","","192-1","0","2"
"C23i","FULLWEEK","C23i-1","La Asomadera-estación San Javier","","1","","C23i-1","0","2"
"C23i","FULLWEEK","C23i-1","El Patio-estación San Javier","","1","","C23i-1","0","2"
"C23i","FULLWEEK","C23i-1","Las Playas-estación San Javier","","1","","C23i-1","0","2"
"C23i","FULLWEEK","C23i-1","Pedregal Bajo-estación San Javier","","1","","C23i-1","0","2"
"261ii","FULLWEEK","261ii-1","Estación Tricentenario","","1","","261ii-1","0","2"
"265","FULLWEEK","265-0","Castillita","","0","","265-0","0","2"
"265","FULLWEEK","265-1","Castillita","","1","","265-1","0","2"
