"trip_id","arrival_time","departure_time","stop_id","stop_sequence","stop_headsign","pickup_type","drop_off_type","shape_dist_traveled","timepoint"
"560","","","54796","14","","","","",""
"560","","","54759","15","","","","",""
"560","","","54758","16","","","","",""
"560","","","54659","17","","","","",""
"560","","","54677","18","","","","",""
"560","","","54629","19","","","","",""
"560","","","54894","2","","","","",""
"560","","","54532","20","","","","",""
"560","","","54542","21","","","","",""
"560","","","54467","22","","","","",""
"560","","","54447","23","","","","",""
"560","","","54437","24","","","","",""
"560","","","54407","25","","","","",""
"560","","","54342","26","","","","",""
"560","","","54197","27","","","","",""
"560","","","54098","28","","","","",""
"560","","","53767","29","","","","",""
"560","","","54864","3","","","","",""
"560","","","53552","30","","","","",""
"560","","","53470","31","","","","",""
"560","","","53348","32","","","","",""
"560","","","53322","33","","","","",""
"561","","","53029","34","","","","",""
"561","","","53397","35","","","","",""
"561","","","53491","36","","","","",""
"561","","","53587","37","","","","",""
"561","","","53783","38","","","","",""
"561","","","54070","39","","","","",""
"560","","","54843","4","","","","",""
"561","","","54204","40","","","","",""
"561","","","54350","41","","","","",""
"561","","","54413","42","","","","",""
"561","","","54457","43","","","","",""
"561","","","54460","44","","","","",""
"561","","","54482","45","","","","",""
"561","","","54545","46","","","","",""
"561","","","54549","47","","","","",""
"561","","","54645","48","","","","",""
"561","","","54687","49","","","","",""
"560","","","54831","5","","","","",""
"561","","","54665","50","","","","",""
"561","","","54762","51","","","","",""
"561","","","54763","52","","","","",""
"561","","","54800","53","","","","",""
"561","","","54826","54","","","","",""
"561","","","54842","55","","","","",""
"561","","","54868","56","","","","",""
"561","","","54878","57","","","","",""
"561","","","54891","58","","","","",""
"560","","","54824","6","","","","",""
"560","","","54863","7","","","","",""
"560","","","54846","8","","","","",""
"560","","","54850","9","","","","",""
"570","","","54887","1","","","","",""
"570","","","54957","10","","","","",""
"570","","","54956","11","","","","",""
"570","","","54977","12","","","","",""
"570","","","54972","13","","","","",""
"570","","","54974","14","","","","",""
"570","","","54976","15","","","","",""
"570","","","54979","16","","","","",""
"570","","","54995","17","","","","",""
"570","","","54988","18","","","","",""
"570","","","55007","19","","","","",""
"570","","","54981","2","","","","",""
"570","","","55036","20","","","","",""
"570","","","55010","21","","","","",""
"570","","","54919","22","","","","",""
"570","","","54856","23","","","","",""
"570","","","54845","24","","","","",""
"570","","","54817","25","","","","",""
"570","","","54796","26","","","","",""
"570","","","54759","27","","","","",""
"570","","","54758","28","","","","",""
"570","","","54675","29","","","","",""
"570","","","55000","3","","","","",""
"570","","","54677","30","","","","",""
"570","","","54629","31","","","","",""
"570","","","54532","32","","","","",""
"570","","","54542","33","","","","",""
"570","","","54467","34","","","","",""
"570","","","54447","35","","","","",""
"570","","","54437","36","","","","",""
"570","","","54373","37","","","","",""
"570","","","54347","38","","","","",""
"570","","","54197","39","","","","",""
"570","","","54991","4","","","","",""
"570","","","54098","40","","","","",""
"570","","","53767","41","","","","",""
"570","","","53552","42","","","","",""
"570","","","53470","43","","","","",""
"570","","","53348","44","","","","",""
"570","","","52876","45","","","","",""
"570","","","52735","46","","","","",""
"570","","","52907","47","","","","",""
"570","","","53223","48","","","","",""
"571","","","53376","49","","","","",""
"570","","","54987","5","","","","",""
"571","","","53524","50","","","","",""
"571","","","53595","51","","","","",""
"571","","","53424","52","","","","",""
"571","","","53491","53","","","","",""
"571","","","53587","54","","","","",""
"571","","","53783","55","","","","",""
"571","","","54070","56","","","","",""
"571","","","54204","57","","","","",""
"571","","","54350","58","","","","",""
"571","","","54372","59","","","","",""
"570","","","54939","6","","","","",""
"571","","","54457","60","","","","",""
"571","","","54460","61","","","","",""
"571","","","54482","62","","","","",""
"571","","","54545","63","","","","",""
"571","","","54549","64","","","","",""
"571","","","54645","65","","","","",""
"571","","","54687","66","","","","",""
"571","","","54688","67","","","","",""
"571","","","54762","68","","","","",""
"571","","","54763","69","","","","",""
"570","","","54946","7","","","","",""
"571","","","54800","70","","","","",""
"571","","","54826","71","","","","",""
"571","","","54866","72","","","","",""
"571","","","54922","73","","","","",""
"571","","","55009","74","","","","",""
"571","","","55038","75","","","","",""
"571","","","54985","76","","","","",""
"571","","","54980","77","","","","",""
"571","","","54969","78","","","","",""
"571","","","54962","79","","","","",""
"570","","","54936","8","","","","",""
"571","","","54968","80","","","","",""
"571","","","54967","81","","","","",""
"571","","","54970","82","","","","",""
"571","","","54954","83","","","","",""
"571","","","54955","84","","","","",""
"571","","","54937","85","","","","",""
"571","","","54934","86","","","","",""
"571","","","54947","87","","","","",""
"571","","","54929","88","","","","",""
"571","","","54984","89","","","","",""
"570","","","54938","9","","","","",""
"571","","","54990","90","","","","",""
"571","","","54998","91","","","","",""
"571","","","54973","92","","","","",""
"571","","","54882","93","","","","",""
"60","","","54219","1","","","","",""
"60","","","54055","10","","","","",""
"60","","","54026","11","","","","",""
"60","","","53973","12","","","","",""
"60","","","53943","13","","","","",""
"60","","","53907","14","","","","",""
"60","","","53811","15","","","","",""
"60","","","53732","16","","","","",""
"60","","","53677","17","","","","",""
"60","","","53615","18","","","","",""
"60","","","53644","19","","","","",""
"60","","","54259","2","","","","",""
"60","","","53582","20","","","","",""
"60","","","53591","21","","","","",""
"60","","","53605","22","","","","",""
"60","","","53586","23","","","","",""
"60","","","53564","24","","","","",""
"60","","","53580","25","","","","",""
"60","","","53535","26","","","","",""
"60","","","53516","27","","","","",""
"60","","","53487","28","","","","",""
"60","","","53409","29","","","","",""
"60","","","54270","3","","","","",""
"60","","","53387","30","","","","",""
"60","","","53408","31","","","","",""
"60","","","53421","32","","","","",""
"60","","","53381","33","","","","",""
"60","","","53363","34","","","","",""
"60","","","53313","35","","","","",""
"60","","","53288","36","","","","",""
"60","","","53272","37","","","","",""
"60","","","53243","38","","","","",""
"60","","","53019","39","","","","",""
"60","","","54267","4","","","","",""
"61","","","52703","40","","","","",""
"61","","","52838","41","","","","",""
"61","","","52851","42","","","","",""
"61","","","52957","43","","","","",""
"61","","","53169","44","","","","",""
"61","","","53225","45","","","","",""
"61","","","53273","46","","","","",""
"61","","","53309","47","","","","",""
"61","","","53333","48","","","","",""
"61","","","53370","49","","","","",""
"60","","","54247","5","","","","",""
"61","","","53408","50","","","","",""
"61","","","53531","51","","","","",""
"61","","","53679","52","","","","",""
"61","","","53663","53","","","","",""
"61","","","53654","54","","","","",""
"61","","","53548","55","","","","",""
"61","","","53571","56","","","","",""
"61","","","53570","57","","","","",""
"61","","","53613","58","","","","",""
"61","","","53680","59","","","","",""
"60","","","54254","6","","","","",""
"61","","","53648","60","","","","",""
"61","","","53634","61","","","","",""
"61","","","53662","62","","","","",""
"61","","","53707","63","","","","",""
"61","","","53796","64","","","","",""
"61","","","53853","65","","","","",""
"61","","","53946","66","","","","",""
"61","","","54006","67","","","","",""
"61","","","54079","68","","","","",""
"61","","","54166","69","","","","",""
"60","","","54292","7","","","","",""
"60","","","54184","8","","","","",""
"60","","","54078","9","","","","",""
"600","","","54860","1","","","","",""
"600","","","54532","10","","","","",""
"600","","","54542","11","","","","",""
"600","","","54467","12","","","","",""
"600","","","54447","13","","","","",""
"600","","","54437","14","","","","",""
"600","","","54373","15","","","","",""
"600","","","54342","16","","","","",""
"600","","","54197","17","","","","",""
"600","","","54098","18","","","","",""
"600","","","53893","19","","","","",""
"600","","","54845","2","","","","",""
"600","","","53758","20","","","","",""
"600","","","53664","21","","","","",""
"600","","","53600","22","","","","",""
"600","","","53451","23","","","","",""
"601","","","53308","24","","","","",""
"601","","","53342","25","","","","",""
"601","","","53491","26","","","","",""
"601","","","53587","27","","","","",""
"601","","","53783","28","","","","",""
"601","","","54070","29","","","","",""
"600","","","54817","3","","","","",""
"601","","","54204","30","","","","",""
"601","","","54350","31","","","","",""
"601","","","54372","32","","","","",""
"601","","","54457","33","","","","",""
"601","","","54460","34","","","","",""
"601","","","54482","35","","","","",""
"601","","","54545","36","","","","",""
"601","","","54549","37","","","","",""
"601","","","54645","38","","","","",""
"601","","","54687","39","","","","",""
"600","","","54796","4","","","","",""
"601","","","54688","40","","","","",""
"601","","","54762","41","","","","",""
"601","","","54763","42","","","","",""
"601","","","54800","43","","","","",""
"601","","","54826","44","","","","",""
"601","","","54866","45","","","","",""
"600","","","54759","5","","","","",""
"600","","","54758","6","","","","",""
"600","","","54675","7","","","","",""
"600","","","54677","8","","","","",""
"600","","","54629","9","","","","",""
"690","","","54739","1","","","","",""
"690","","","54648","10","","","","",""
"690","","","54680","11","","","","",""
"690","","","54699","12","","","","",""
"690","","","54700","13","","","","",""
"690","","","54704","14","","","","",""
"690","","","54692","15","","","","",""
"690","","","54644","16","","","","",""
"690","","","54613","17","","","","",""
"690","","","54581","18","","","","",""
"690","","","54593","19","","","","",""
"690","","","54646","2","","","","",""
"690","","","54559","20","","","","",""
"690","","","54539","21","","","","",""
"690","","","54507","22","","","","",""
"690","","","54492","23","","","","",""
"690","","","54447","24","","","","",""
"690","","","54437","25","","","","",""
"690","","","54373","26","","","","",""
"690","","","54342","27","","","","",""
"690","","","54197","28","","","","",""
"690","","","54098","29","","","","",""
"690","","","54633","3","","","","",""
"690","","","53912","30","","","","",""
"690","","","53893","31","","","","",""
"690","","","53826","32","","","","",""
"690","","","53735","33","","","","",""
"690","","","53628","34","","","","",""
"690","","","53498","35","","","","",""
"690","","","53306","36","","","","",""
"691","","","53295","37","","","","",""
"691","","","53685","38","","","","",""
"691","","","53689","39","","","","",""
"690","","","54632","4","","","","",""
"691","","","53795","40","","","","",""
"691","","","54070","41","","","","",""
"691","","","54204","42","","","","",""
"691","","","54350","43","","","","",""
"691","","","54372","44","","","","",""
"691","","","54457","45","","","","",""
"691","","","54460","46","","","","",""
"691","","","54487","47","","","","",""
"691","","","54503","48","","","","",""
"691","","","54534","49","","","","",""
"690","","","54628","5","","","","",""
"691","","","54578","50","","","","",""
"691","","","54591","51","","","","",""
"691","","","54580","52","","","","",""
"691","","","54614","53","","","","",""
"691","","","54650","54","","","","",""
"691","","","54696","55","","","","",""
"691","","","54711","56","","","","",""
"691","","","54707","57","","","","",""
"691","","","54706","58","","","","",""
"691","","","54686","59","","","","",""
"690","","","54600","6","","","","",""
"691","","","54661","60","","","","",""
"691","","","54670","61","","","","",""
"691","","","54662","62","","","","",""
"691","","","54607","63","","","","",""
"691","","","54603","64","","","","",""
"691","","","54606","65","","","","",""
"691","","","54635","66","","","","",""
"691","","","54641","67","","","","",""
"691","","","54643","68","","","","",""
"691","","","54653","69","","","","",""
"690","","","54597","7","","","","",""
"690","","","54602","8","","","","",""
"690","","","54654","9","","","","",""
"810","","","54651","1","","","","",""
"810","","","53470","10","","","","",""
"810","","","53330","11","","","","",""
"810","","","53138","12","","","","",""
"810","","","52985","13","","","","",""
"811","","","52924","14","","","","",""
"811","","","53512","15","","","","",""
"811","","","53685","16","","","","",""
"811","","","54132","17","","","","",""
"811","","","54313","18","","","","",""
"811","","","54404","19","","","","",""
"810","","","54671","2","","","","",""
"811","","","54485","20","","","","",""
"811","","","54713","21","","","","",""
"810","","","54484","3","","","","",""
"810","","","54476","4","","","","",""
"810","","","54402","5","","","","",""
"810","","","54314","6","","","","",""
"810","","","54129","7","","","","",""
"810","","","53896","8","","","","",""
"810","","","53718","9","","","","",""
"850","","","55045","1","","","","",""
"850","","","55014","1","","","","",""
"850","","","54813","10","","","","",""
"850","","","54314","10","","","","",""
"850","","","54208","11","","","","",""
"850","","","54756","11","","","","",""
"850","","","54156","12","","","","",""
"850","","","54772","12","","","","",""
"850","","","54747","13","","","","",""
"850","","","54042","13","","","","",""
"850","","","53913","14","","","","",""
"850","","","54733","14","","","","",""
"850","","","54574","15","","","","",""
"850","","","53820","15","","","","",""
"850","","","53671","16","","","","",""
"850","","","54516","16","","","","",""
"850","","","54505","17","","","","",""
"850","","","53639","17","","","","",""
"850","","","54402","18","","","","",""
"850","","","53579","18","","","","",""
"850","","","54314","19","","","","",""
"850","","","53324","19","","","","",""
"850","","","54921","2","","","","",""
"850","","","55043","2","","","","",""
"850","","","54208","20","","","","",""
"851","","","53620","20","","","","",""
"851","","","53782","21","","","","",""
"850","","","54156","21","","","","",""
"851","","","53867","22","","","","",""
"850","","","54042","22","","","","",""
"851","","","53911","23","","","","",""
"850","","","53913","23","","","","",""
"851","","","54062","24","","","","",""
"850","","","53820","24","","","","",""
"851","","","54153","25","","","","",""
"850","","","53671","25","","","","",""
"851","","","54313","26","","","","",""
"850","","","53639","26","","","","",""
"851","","","54404","27","","","","",""
"850","","","53579","27","","","","",""
"851","","","54500","28","","","","",""
"851","","","53401","28","","","","",""
"851","","","54524","29","","","","",""
"851","","","53499","29","","","","",""
"850","","","54828","3","","","","",""
"850","","","55050","3","","","","",""
"851","","","53620","30","","","","",""
"851","","","54588","30","","","","",""
"851","","","54841","31","","","","",""
"851","","","53782","31","","","","",""
"851","","","53867","32","","","","",""
"851","","","54855","32","","","","",""
"851","","","53911","33","","","","",""
"851","","","54870","33","","","","",""
"851","","","54062","34","","","","",""
"851","","","54898","34","","","","",""
"851","","","54971","35","","","","",""
"851","","","54153","35","","","","",""
"851","","","55053","36","","","","",""
"851","","","54313","36","","","","",""
"851","","","55047","37","","","","",""
"851","","","54404","37","","","","",""
"851","","","54500","38","","","","",""
"851","","","54524","39","","","","",""
"850","","","55005","4","","","","",""
"850","","","54799","4","","","","",""
"851","","","54588","40","","","","",""
"851","","","54841","41","","","","",""
"851","","","54855","42","","","","",""
"851","","","54870","43","","","","",""
"851","","","54898","44","","","","",""
"851","","","54971","45","","","","",""
"851","","","55005","46","","","","",""
"851","","","55006","47","","","","",""
"851","","","55053","48","","","","",""
"851","","","55044","49","","","","",""
"850","","","54733","5","","","","",""
"850","","","55006","5","","","","",""
"851","","","55047","50","","","","",""
"850","","","54964","6","","","","",""
"850","","","54574","6","","","","",""
"850","","","54897","7","","","","",""
"850","","","54516","7","","","","",""
"850","","","54505","8","","","","",""
"850","","","54871","8","","","","",""
"850","","","54402","9","","","","",""
"850","","","54852","9","","","","",""
"870","","","54819","1","","","","",""
"870","","","53846","10","","","","",""
"870","","","53608","11","","","","",""
"871","","","53401","12","","","","",""
"871","","","53568","13","","","","",""
"871","","","53759","14","","","","",""
"871","","","53941","15","","","","",""
"871","","","53850","16","","","","",""
"871","","","54095","17","","","","",""
"871","","","54333","18","","","","",""
"871","","","54529","19","","","","",""
"870","","","54892","2","","","","",""
"871","","","54655","20","","","","",""
"871","","","54757","21","","","","",""
"871","","","54812","22","","","","",""
"871","","","54895","23","","","","",""
"871","","","54820","24","","","","",""
"870","","","54814","3","","","","",""
"870","","","54755","4","","","","",""
"870","","","54667","5","","","","",""
"870","","","54531","6","","","","",""
"870","","","54335","7","","","","",""
"870","","","54108","8","","","","",""
"870","","","53959","9","","","","",""
"880","","","54819","1","","","","",""
"880","","","53687","10","","","","",""
"880","","","53595","11","","","","",""
"880","","","53420","12","","","","",""
"880","","","53167","13","","","","",""
"880","","","52848","14","","","","",""
"881","","","53204","15","","","","",""
"881","","","53444","16","","","","",""
"881","","","53598","17","","","","",""
"881","","","53889","18","","","","",""
"881","","","54095","19","","","","",""
"880","","","54892","2","","","","",""
"881","","","54333","20","","","","",""
"881","","","54529","21","","","","",""
"881","","","54655","22","","","","",""
"881","","","54757","23","","","","",""
"881","","","54812","24","","","","",""
"881","","","54895","25","","","","",""
"881","","","54820","26","","","","",""
"880","","","54814","3","","","","",""
"880","","","54755","4","","","","",""
"880","","","54667","5","","","","",""
"880","","","54531","6","","","","",""
"880","","","54335","7","","","","",""
"880","","","54108","8","","","","",""
"880","","","53786","9","","","","",""
"900","","","54734","1","","","","",""
"900","","","53671","10","","","","",""
"900","","","53456","11","","","","",""
"900","","","53306","12","","","","",""
"900","","","52920","13","","","","",""
"900","","","52820","14","","","","",""
"901","","","52741","15","","","","",""
"901","","","53051","16","","","","",""
"901","","","53343","17","","","","",""
"901","","","53532","18","","","","",""
"901","","","53750","19","","","","",""
"900","","","54765","2","","","","",""
"901","","","53983","20","","","","",""
"901","","","54081","21","","","","",""
"901","","","54293","22","","","","",""
"901","","","54333","23","","","","",""
"901","","","54489","24","","","","",""
"901","","","54529","25","","","","",""
"901","","","54657","26","","","","",""
"901","","","54767","27","","","","",""
"901","","","54724","28","","","","",""
"900","","","54667","3","","","","",""
"900","","","54531","4","","","","",""
"900","","","54455","5","","","","",""
"900","","","54298","6","","","","",""
"900","","","54288","7","","","","",""
"900","","","54057","8","","","","",""
"900","","","53820","9","","","","",""
"910","","","54684","1","","","","",""
"910","","","54734","1","","","","",""
"910","","","53671","10","","","","",""
"911","","","53953","10","","","","",""
"910","","","53456","11","","","","",""
"911","","","54112","11","","","","",""
"910","","","53306","12","","","","",""
"911","","","54291","12","","","","",""
"911","","","54359","13","","","","",""
"910","","","52920","13","","","","",""
"910","","","52820","14","","","","",""
"911","","","54486","14","","","","",""
"911","","","52741","15","","","","",""
"911","","","54472","15","","","","",""
"911","","","53051","16","","","","",""
"911","","","54638","16","","","","",""
"911","","","54689","17","","","","",""
"911","","","53343","17","","","","",""
"911","","","53532","18","","","","",""
"911","","","53750","19","","","","",""
"910","","","54765","2","","","","",""
"910","","","54624","2","","","","",""
"911","","","53983","20","","","","",""
"911","","","54081","21","","","","",""
"911","","","54293","22","","","","",""
"911","","","54333","23","","","","",""
"911","","","54489","24","","","","",""
"911","","","54529","25","","","","",""
"911","","","54657","26","","","","",""
"911","","","54767","27","","","","",""
"911","","","54724","28","","","","",""
"910","","","54667","3","","","","",""
"910","","","54464","3","","","","",""
"910","","","54531","4","","","","",""
"910","","","54455","4","","","","",""
"910","","","54455","5","","","","",""
"910","","","54355","5","","","","",""
"910","","","54289","6","","","","",""
"910","","","54298","6","","","","",""
"910","","","54288","7","","","","",""
"910","","","54179","7","","","","",""
"910","","","54057","8","","","","",""
"910","","","53456","8","","","","",""
"910","","","53820","9","","","","",""
"911","","","53236","9","","","","",""
"930","","","55067","1","","","","",""
"930","","","55067","1","","","","",""
"930","","","55067","1","","","","",""
"930","","","54693","10","","","","",""
"930","","","54693","10","","","","",""
"930","","","54693","10","","","","",""
"930","","","54582","11","","","","",""
"930","","","54582","11","","","","",""
"930","","","54582","11","","","","",""
"930","","","54494","12","","","","",""
"930","","","54494","12","","","","",""
"930","","","54494","12","","","","",""
"930","","","54442","13","","","","",""
"930","","","54442","13","","","","",""
"930","","","54442","13","","","","",""
"930","","","54209","14","","","","",""
"930","","","54209","14","","","","",""
"930","","","54209","14","","","","",""
"930","","","54134","15","","","","",""
"930","","","54134","15","","","","",""
"930","","","54134","15","","","","",""
"930","","","53978","16","","","","",""
"930","","","53978","16","","","","",""
"930","","","53978","16","","","","",""
"930","","","53822","17","","","","",""
"930","","","53822","17","","","","",""
"930","","","53822","17","","","","",""
"930","","","53338","18","","","","",""
"930","","","52848","18","","","","",""
"930","","","53338","18","","","","",""
"930","","","53472","19","","","","",""
"930","","","53472","19","","","","",""
"931","","","52924","19","","","","",""
"930","","","55056","2","","","","",""
"930","","","55056","2","","","","",""
"930","","","55056","2","","","","",""
"931","","","53633","20","","","","",""
"931","","","53633","20","","","","",""
"931","","","53633","20","","","","",""
"931","","","53671","21","","","","",""
"931","","","53671","21","","","","",""
"931","","","53671","21","","","","",""
"931","","","53755","22","","","","",""
"931","","","53755","22","","","","",""
"931","","","53755","22","","","","",""
"931","","","53822","23","","","","",""
"931","","","53822","23","","","","",""
"931","","","53822","23","","","","",""
"931","","","53859","24","","","","",""
"931","","","53859","24","","","","",""
"931","","","53859","24","","","","",""
"931","","","54013","25","","","","",""
"931","","","54013","25","","","","",""
"931","","","54013","25","","","","",""
"931","","","54205","26","","","","",""
"931","","","54205","26","","","","",""
"931","","","54205","26","","","","",""
"931","","","54458","27","","","","",""
"931","","","54458","27","","","","",""
"931","","","54458","27","","","","",""
"931","","","54491","28","","","","",""
"931","","","54491","28","","","","",""
"931","","","54491","28","","","","",""
"931","","","54583","29","","","","",""
"931","","","54583","29","","","","",""
"931","","","54583","29","","","","",""
"930","","","55028","3","","","","",""
"930","","","55003","3","","","","",""
"930","","","55003","3","","","","",""
"931","","","54701","30","","","","",""
"931","","","54701","30","","","","",""
"931","","","54701","30","","","","",""
"931","","","54745","31","","","","",""
"931","","","54745","31","","","","",""
"931","","","54745","31","","","","",""
"931","","","54787","32","","","","",""
"931","","","54787","32","","","","",""
"931","","","54787","32","","","","",""
"931","","","54858","33","","","","",""
"931","","","54858","33","","","","",""
"931","","","54858","33","","","","",""
"931","","","54890","34","","","","",""
"931","","","54890","34","","","","",""
"931","","","54890","34","","","","",""
"931","","","54920","35","","","","",""
"931","","","54920","35","","","","",""
"931","","","54926","35","","","","",""
"931","","","54965","36","","","","",""
"931","","","54986","36","","","","",""
"931","","","54965","36","","","","",""
"931","","","55029","37","","","","",""
"931","","","55016","37","","","","",""
"931","","","55016","37","","","","",""
"931","","","55037","38","","","","",""
"931","","","55037","38","","","","",""
"931","","","55059","38","","","","",""
"931","","","55059","39","","","","",""
"931","","","55059","39","","","","",""
"930","","","54978","4","","","","",""
"930","","","54961","4","","","","",""
"930","","","54961","4","","","","",""
"930","","","54923","5","","","","",""
"930","","","54914","5","","","","",""
"930","","","54923","5","","","","",""
"930","","","54886","6","","","","",""
"930","","","54886","6","","","","",""
"930","","","54886","6","","","","",""
"930","","","54854","7","","","","",""
"930","","","54854","7","","","","",""
"930","","","54854","7","","","","",""
"930","","","54786","8","","","","",""
"930","","","54786","8","","","","",""
"930","","","54786","8","","","","",""
"930","","","54748","9","","","","",""
"930","","","54748","9","","","","",""
"930","","","54748","9","","","","",""
"940","","","55090","1","","","","",""
"940","","","54209","10","","","","",""
"940","","","54134","11","","","","",""
"940","","","53891","12","","","","",""
"940","","","53688","13","","","","",""
"940","","","53456","14","","","","",""
"940","","","52920","15","","","","",""
"941","","","52876","16","","","","",""
"941","","","52907","17","","","","",""
"941","","","53343","18","","","","",""
"941","","","53908","19","","","","",""
"940","","","55077","2","","","","",""
"941","","","54037","20","","","","",""
"941","","","54205","21","","","","",""
"941","","","54364","22","","","","",""
"941","","","54458","23","","","","",""
"941","","","54745","24","","","","",""
"941","","","54858","25","","","","",""
"941","","","54920","26","","","","",""
"941","","","55004","27","","","","",""
"941","","","55063","28","","","","",""
"941","","","55076","29","","","","",""
"940","","","55064","3","","","","",""
"941","","","55091","30","","","","",""
"940","","","55012","4","","","","",""
"940","","","54923","5","","","","",""
"940","","","54854","6","","","","",""
"940","","","54748","7","","","","",""
"940","","","54494","8","","","","",""
"940","","","54356","9","","","","",""
"950","","","54912","1","","","","",""
"950","","","54912","1","","","","",""
"950","","","54912","1","","","","",""
"950","","","54912","1","","","","",""
"950","","","54693","10","","","","",""
"950","","","54693","10","","","","",""
"950","","","54750","10","","","","",""
"950","","","54750","10","","","","",""
"950","","","54582","11","","","","",""
"950","","","54691","11","","","","",""
"950","","","54582","11","","","","",""
"950","","","54691","11","","","","",""
"950","","","54573","12","","","","",""
"950","","","54573","12","","","","",""
"950","","","54442","12","","","","",""
"950","","","54442","12","","","","",""
"950","","","54495","13","","","","",""
"950","","","54495","13","","","","",""
"950","","","54356","13","","","","",""
"950","","","54356","13","","","","",""
"950","","","54442","14","","","","",""
"950","","","54442","14","","","","",""
"950","","","54209","14","","","","",""
"950","","","54209","14","","","","",""
"950","","","54134","15","","","","",""
"950","","","54356","15","","","","",""
"950","","","54134","15","","","","",""
"950","","","54356","15","","","","",""
"950","","","54209","16","","","","",""
"950","","","53978","16","","","","",""
"950","","","54209","16","","","","",""
"950","","","53978","16","","","","",""
"950","","","54134","17","","","","",""
"950","","","54134","17","","","","",""
"950","","","53822","17","","","","",""
"950","","","53822","17","","","","",""
"950","","","53978","18","","","","",""
"950","","","53978","18","","","","",""
"950","","","53283","18","","","","",""
"950","","","53283","18","","","","",""
"950","","","53822","19","","","","",""
"950","","","53822","19","","","","",""
"950","","","52920","19","","","","",""
"950","","","52920","19","","","","",""
"950","","","54910","2","","","","",""
"950","","","54910","2","","","","",""
"950","","","54910","2","","","","",""
"950","","","54910","2","","","","",""
"950","","","52778","20","","","","",""
"950","","","53283","20","","","","",""
"950","","","53283","20","","","","",""
"951","","","52907","20","","","","",""
"951","","","52876","21","","","","",""
"951","","","53210","21","","","","",""
"950","","","52920","21","","","","",""
"950","","","52920","21","","","","",""
"951","","","52907","22","","","","",""
"951","","","52735","22","","","","",""
"951","","","53477","22","","","","",""
"950","","","52778","22","","","","",""
"951","","","52907","23","","","","",""
"951","","","53706","23","","","","",""
"951","","","52876","23","","","","",""
"951","","","53210","23","","","","",""
"951","","","52735","24","","","","",""
"951","","","53210","24","","","","",""
"951","","","53477","24","","","","",""
"951","","","53883","24","","","","",""
"951","","","54085","25","","","","",""
"951","","","53477","25","","","","",""
"951","","","53706","25","","","","",""
"951","","","52907","25","","","","",""
"951","","","54205","26","","","","",""
"951","","","53706","26","","","","",""
"951","","","53210","26","","","","",""
"951","","","53883","26","","","","",""
"951","","","54364","27","","","","",""
"951","","","54085","27","","","","",""
"951","","","53883","27","","","","",""
"951","","","53477","27","","","","",""
"951","","","54458","28","","","","",""
"951","","","54205","28","","","","",""
"951","","","53706","28","","","","",""
"951","","","54085","28","","","","",""
"951","","","54364","29","","","","",""
"951","","","53883","29","","","","",""
"951","","","54583","29","","","","",""
"951","","","54205","29","","","","",""
"950","","","54948","3","","","","",""
"950","","","54948","3","","","","",""
"950","","","54948","3","","","","",""
"950","","","54948","3","","","","",""
"951","","","54458","30","","","","",""
"951","","","54701","30","","","","",""
"951","","","54364","30","","","","",""
"951","","","54085","30","","","","",""
"951","","","54205","31","","","","",""
"951","","","54745","31","","","","",""
"951","","","54501","31","","","","",""
"951","","","54458","31","","","","",""
"951","","","54583","32","","","","",""
"951","","","54787","32","","","","",""
"951","","","54364","32","","","","",""
"951","","","54637","32","","","","",""
"951","","","54858","33","","","","",""
"951","","","54458","33","","","","",""
"951","","","54701","33","","","","",""
"951","","","54749","33","","","","",""
"951","","","54501","34","","","","",""
"951","","","54890","34","","","","",""
"951","","","54745","34","","","","",""
"951","","","54798","34","","","","",""
"951","","","54637","35","","","","",""
"951","","","54983","35","","","","",""
"951","","","54835","35","","","","",""
"951","","","54787","35","","","","",""
"951","","","54873","36","","","","",""
"951","","","54858","36","","","","",""
"951","","","54931","36","","","","",""
"951","","","54749","36","","","","",""
"951","","","54890","37","","","","",""
"951","","","54953","37","","","","",""
"951","","","54798","37","","","","",""
"951","","","54884","37","","","","",""
"951","","","54835","38","","","","",""
"951","","","54983","38","","","","",""
"951","","","54950","38","","","","",""
"951","","","54940","38","","","","",""
"951","","","54983","39","","","","",""
"951","","","54931","39","","","","",""
"951","","","54917","39","","","","",""
"951","","","54873","39","","","","",""
"950","","","54952","4","","","","",""
"950","","","54952","4","","","","",""
"950","","","54952","4","","","","",""
"950","","","54952","4","","","","",""
"951","","","54953","40","","","","",""
"951","","","54884","40","","","","",""
"951","","","54931","40","","","","",""
"951","","","54953","41","","","","",""
"951","","","54950","41","","","","",""
"951","","","54940","41","","","","",""
"951","","","54950","42","","","","",""
"951","","","54917","42","","","","",""
"951","","","54983","42","","","","",""
"951","","","54931","43","","","","",""
"951","","","54917","43","","","","",""
"951","","","54953","44","","","","",""
"951","","","54950","45","","","","",""
"951","","","54917","46","","","","",""
"950","","","54925","5","","","","",""
"950","","","54925","5","","","","",""
"950","","","54925","5","","","","",""
"950","","","54925","5","","","","",""
"950","","","54886","6","","","","",""
"950","","","54881","6","","","","",""
"950","","","54881","6","","","","",""
"950","","","54886","6","","","","",""
"950","","","54854","7","","","","",""
"950","","","54872","7","","","","",""
"950","","","54854","7","","","","",""
"950","","","54872","7","","","","",""
"950","","","54836","8","","","","",""
"950","","","54786","8","","","","",""
